,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Valor Fixo
692,2007,Classe 1,Diesel,Usados,8072103667,Mercedes-Benz,,,235 cv,267 000 km,Sedan,Automática,Classe S,
693,2008,,GPL,Usados,8060393521,Dodge,,,225 cv,73 000 km,SUV / TT,Manual,,
694,2007,Classe 1,Diesel,Usados,8065917109,Mercedes-Benz,,Nacional,224 cv,235 667 km,Carrinha,Automática,Classe E,
695,2015,Classe 1,Diesel,Usados,8066251296,VW,,,110 cv,139 950 km,Utilitário,Automática,,
696,2017,Classe 1,Diesel,Usados,8075732766,BMW,,Nacional,116 cv,12 700 km,SUV / TT,Manual,Série X,
697,2015,,Diesel,Usados,8069730797,BMW,,,381 cv,135 000 km,SUV / TT,Automática,Série X,
698,2007,Classe 1,Diesel,Usados,8069722455,Chrysler,,Nacional,140 cv,212 000 km,Sedan,Manual,,
699,2018,,Gasolina,Usados,8075738233,SEAT,00-00-00,Nacional,75 cv,65 000 km,Utilitário,Manual,,Sim
700,2010,Classe 1,Diesel,Usados,8068155284,SEAT,,Nacional,105 cv,200 000 km,Monovolume,Manual,,
701,2015,,Diesel,Usados,8059400912,Audi,38-ZC-53,,90 cv,123 000 km,Citadino,Manual,,Sim
702,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
703,2003,Classe 1,Diesel,Usados,8064104096,VW,,Nacional,174 cv,215 000 km,SUV / TT,Manual,,
704,2003,Classe 1,Diesel,Usados,8073110122,Peugeot,,Nacional,70 cv,262 000 km,Carrinha,Manual,,
705,2010,Classe 1,Gasolina,Usados,8072315331,Peugeot,,Nacional,60 cv,140 000 km,Citadino,Manual,,
706,2008,Classe 1,Diesel,Usados,8064186800,Citroën,,Nacional,204 cv,271 000 km,Carrinha,Automática,,
707,2010,Classe 1,Diesel,Usados,8072332189,Audi,,Importado,240 cv,167 000 km,Sedan,Automática,,
708,1966,,Gasolina,Usados,8039390186,Porsche,,,90 cv,1 km,Coupé,,,
709,2017,,Diesel,Usados,8075738131,Peugeot,00-00-00,Nacional,100 cv,74 000 km,Carrinha,Manual,,Sim
710,2010,,Diesel,Usados,8023528095,Mercedes-Benz,,Nacional,204 cv,270 000 km,Carrinha,Manual,Classe C,
711,2015,Classe 1,Diesel,Usados,8070083261,Volvo,,Nacional,181 cv,77 800 km,SUV / TT,Manual,,
712,2007,Classe 1,Diesel,Usados,8073111115,Saab,,,150 cv,198 071 km,Sedan,Manual,,
713,2007,Classe 1,Diesel,Usados,8065792310,Peugeot,,Nacional,136 cv,240 000 km,Cabrio,Manual,,
714,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
715,2002,Classe 1,Diesel,Usados,8063088778,Mercedes-Benz,,Nacional,197 cv,190 000 km,Sedan,Automática,Classe S,
716,1999,Classe 1,Gasolina,Usados,8050396532,Mercedes-Benz,,,190 cv,105 000 km,Cabrio,Automática,Classe CLK,Sim
717,2007,Classe 1,Diesel,Usados,8049736377,Alfa Romeo,,Nacional,120 cv,230 000 km,Utilitário,Manual,,
718,2001,Classe 1,Diesel,Usados,8065865289,Smart,,,40 cv,153 002 km,Pequeno citadino,Automática,,
719,2010,,Diesel,Usados,8036914494,Audi,,Nacional,170 cv,200 000 km,Carrinha,Automática,,
720,2014,,Diesel,Usados,8075737784,BMW,00-00-00,,184 cv,149 308 km,Carrinha,Automática,Série 3,
721,2007,Classe 1,Diesel,Usados,8075736744,Mercedes-Benz,,Importado,109 cv,212 000 km,Monovolume,Automática,Classe A,
722,2010,Classe 1,Diesel,Usados,8072332189,Audi,,Importado,240 cv,167 000 km,Sedan,Automática,,
723,2010,Classe 1,Diesel,Usados,8042417556,BMW,,,245 cv,139 750 km,Sedan,Automática,Série 7,Sim
724,2012,Classe 1,Diesel,Usados,8073285820,Fiat,,Nacional,105 cv,53 500 km,Utilitário,Manual,,
725,2014,Classe 1,Gasolina,Usados,8075737505,Renault,00-00-00,,90 cv,20 800 km,Pequeno citadino,Manual,,
726,2010,,Diesel,Usados,8075645594,Peugeot,,,115 cv,140 000 km,SUV / TT,,,
727,2010,Classe 1,Diesel,Usados,8063155393,Hyundai,,Nacional,128 cv,88 000 km,Carrinha,Manual,,
728,2011,Classe 2,Diesel,Usados,8058918641,Audi,,Nacional,245 cv,168 000 km,SUV / TT,Automática,,
729,2010,Classe 1,Diesel,Usados,8057710962,Mitsubishi,,Nacional,116 cv,132 000 km,SUV / TT,Manual,,
730,2007,Classe 2,Diesel,Usados,8075737549,Hyundai,00-00-00,Nacional,155 cv,161 000 km,SUV / TT,Manual,,Sim
731,2017,Classe 1,Diesel,Usados,8075737397,Peugeot,,Importado,120 cv,146 316 km,Carrinha,Manual,,
732,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
733,2011,Classe 1,Diesel,Usados,8071981446,Opel,,Nacional,90 cv,117 000 km,Carrinha,Manual,,
734,2001,Classe 1,Diesel,Usados,8045763444,Fiat,,Nacional,110 cv,240 000 km,Monovolume,Manual,,
735,1999,Classe 1,Gasolina,Usados,8050396532,Mercedes-Benz,,,190 cv,105 000 km,Cabrio,Automática,Classe CLK,Sim
736,2016,,Gasolina,Usados,8075738264,VW,00-00-00,Nacional,75 cv,99 000 km,Citadino,Manual,,Sim
737,2018,,Diesel,Usados,8023993446,Fiat,,Nacional,95 cv,39 000 km,SUV / TT,Manual,,
738,2005,Classe 1,Gasolina,Usados,8072191989,Renault,,Nacional,75 cv,131 000 km,Monovolume,Manual,,
739,2008,Classe 1,Gasolina,Usados,8056944707,Mercedes-Benz,,,457 cv,73 000 km,Sedan,Automática,Classe C,
740,2019,Classe 1,Gasolina,Usados,8057628907,Renault,,,90 cv,300 km,Citadino,Manual,,
741,2015,Classe 1,Gasolina,Usados,8067665193,BMW,,Nacional,431 cv,115 000 km,Cabrio,Automática,Série 4,
742,2018,,Gasolina,Usados,8075738233,SEAT,00-00-00,Nacional,75 cv,65 000 km,Utilitário,Manual,,Sim
743,2007,Classe 1,Diesel,Usados,8072103667,Mercedes-Benz,,,235 cv,267 000 km,Sedan,Automática,Classe S,
744,2011,Classe 1,Diesel,Usados,8075737427,BMW,,Importado,143 cv,276 000 km,Carrinha,Manual,Série 3,Sim
745,2018,Classe 1,Diesel,Usados,8066564666,Land Rover,,,240 cv,23 000 km,SUV / TT,Automática,,
746,2006,Classe 1,Diesel,Usados,8064764274,SEAT,,Nacional,105 cv,147 501 km,Utilitário,Manual,,Sim
747,2018,Classe 1,Gasolina,Usados,8075737619,Opel,,,110 cv,33 400 km,SUV / TT,Manual,,
748,2001,Classe 1,Diesel,Usados,8073299864,SEAT,,Nacional,90 cv,291 000 km,Citadino,Manual,,Sim
749,2007,Classe 1,Diesel,Usados,8064854743,Alfa Romeo,,,120 cv,155 000 km,Sedan,Manual,,
750,2015,Classe 1,Diesel,Usados,8066251296,VW,,,110 cv,139 950 km,Utilitário,Automática,,
751,1966,,Gasolina,Usados,8039390186,Porsche,,,90 cv,1 km,Coupé,,,
752,2017,,Diesel,Usados,8075738131,Peugeot,00-00-00,Nacional,100 cv,74 000 km,Carrinha,Manual,,Sim
753,2018,,Diesel,Usados,8023993446,Fiat,,Nacional,95 cv,39 000 km,SUV / TT,Manual,,
754,2009,Classe 1,Diesel,Usados,8064854035,Mercedes-Benz,,,150 cv,200 000 km,Coupé,Manual,Classe CLC,
755,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
756,2012,Classe 1,Diesel,Usados,8073285820,Fiat,,Nacional,105 cv,53 500 km,Utilitário,Manual,,
757,2008,Classe 1,Diesel,Usados,8073216248,Peugeot,,Nacional,90 cv,163 000 km,Carrinha,Manual,,
758,2010,,Diesel,Usados,8075645594,Peugeot,,,115 cv,140 000 km,SUV / TT,,,
759,2005,Classe 1,Diesel,Usados,8057710786,Volvo,,,109 cv,160 000 km,Sedan,Manual,,
760,2016,,Diesel,Usados,8073881675,BMW,,,116 cv,118 371 km,SUV / TT,Manual,Série X,Sim
761,2018,Classe 1,Diesel,Usados,8071219018,VW,,Nacional,115 cv,39 545 km,SUV / TT,Manual,,
762,2012,Classe 1,Diesel,Usados,8059892979,Lancia,,Nacional,110 cv,75 662 km,Utilitário,Manual,,
763,2012,,Diesel,Usados,8072366412,Ford,,,95 cv,184 643 km,Carrinha,Manual,,
764,2019,,Diesel,Usados,8067818812,Mercedes-Benz,84-XA-46,Nacional,194 cv,18 000 km,Carrinha,Semi-automática,Classe E,Sim
765,2014,Classe 1,Diesel,Usados,8059225673,Peugeot,00-UX-21,Importado,150 cv,182 000 km,Utilitário,Automática,,
766,2015,Classe 1,Diesel,Usados,8071215949,Mercedes-Benz,,,170 cv,151 000 km,Carrinha,Manual,Classe C,
767,2009,Classe 1,Gasolina,Usados,8075736157,MINI,,,211 cv,115 000 km,Citadino,Manual,,
768,2018,,Diesel,Usados,8073287562,Fiat,81-UX-38,Nacional,120 cv,34 000 km,Monovolume,Manual,,
769,2017,,Diesel,Usados,8075645274,BMW,,,116 cv,150 000 km,Monovolume,,Série 2,
770,2017,,Diesel,Usados,8075645274,BMW,,,116 cv,150 000 km,Monovolume,,Série 2,
771,2000,,Diesel,Usados,8075719690,Peugeot,,,140 cv,125 895 km,Citadino,,,
772,1997,Classe 1,Diesel,Usados,8073195284,BMW,29-88-KE,Importado,90 cv,322 451 km,Carrinha,Manual,Série 3,
773,2018,Classe 1,Diesel,Usados,8073203533,Volvo,52-VR-54,Nacional,150 cv,37 000 km,Carrinha,Automática,,Sim
774,2018,,Diesel,Usados,8058052217,Land Rover,,Nacional,306 cv,17 463 km,SUV / TT,Automática,,
775,2016,Classe 1,Diesel,Usados,8060217631,SEAT,,Nacional,105 cv,20 468 km,Citadino,Manual,,
776,2014,Classe 1,Diesel,Usados,8072423990,BMW,,,116 cv,130 403 km,Carrinha,Manual,Série 3,
777,2018,Classe 1,Diesel,Usados,8074376793,Mercedes-Benz,,,110 cv,46 700 km,Utilitário,Manual,Classe A,Sim
778,2011,Classe 1,Diesel,Usados,6008898299,BMW,,Importado,184 cv,186 221 km,Carrinha,Automática,Série 3,
779,2008,,Gasolina,Usados,8069941416,Peugeot,,,75 cv,150 622 km,Citadino,Manual,,Sim
780,2015,,Diesel,Usados,8075728967,Peugeot,,Importado,120 cv,185 000 km,Carrinha,Manual,,
781,2013,Classe 1,Diesel,Usados,8074682787,Opel,,,95 cv,60 100 km,Citadino,Manual,,
782,2018,Classe 1,Gasolina,Usados,8074683072,Nissan,,,90 cv,29 190 km,Citadino,Manual,,
783,2013,Classe 1,Híbrido (Diesel),Usados,8075612120,Citroën,,,200 cv,220 675 km,Utilitário,Automática,,Sim
784,2018,,Gasolina,Usados,8073287598,Citroën,96-UJ-36,,82 cv,26 000 km,Citadino,Manual,,
785,2017,Classe 1,Gasolina,Usados,8075582025,Smart,,,71 cv,32 000 km,Pequeno citadino,,,
786,2017,Classe 1,Gasolina,Usados,8075582025,Smart,,,71 cv,32 000 km,Pequeno citadino,,,
787,2015,,Diesel,Usados,8066243818,Mercedes-Benz,,,116 cv,139 269 km,Carrinha,Manual,Classe C,Sim
788,2010,Classe 1,Diesel,Usados,8073287581,Opel,19-JJ-02,Nacional,131 cv,138 300 km,Sedan,Manual,,
789,2016,Classe 1,Diesel,Usados,8074296044,Citroën,,,99 cv,69 790 km,Citadino,Manual,,
790,2002,,Diesel,Usados,8075718213,Mercedes-Benz,,,115 cv,241 129 km,Coupé,,Classe C,
791,2018,Classe 2,Diesel,Usados,8074293607,Dacia,,,116 cv,22 482 km,SUV / TT,Manual,,
792,2016,Classe 1,Diesel,Usados,8075737179,Citroën,,,100 cv,98 000 km,Utilitário,Automática,,
793,2019,,Diesel,Usados,8067818812,Mercedes-Benz,84-XA-46,Nacional,194 cv,18 000 km,Carrinha,Semi-automática,Classe E,Sim
794,2014,Classe 1,Diesel,Usados,8066434286,Renault,,,90 cv,129 856 km,Carrinha,Manual,,
795,2017,Classe 1,Diesel,Usados,8073204136,Volvo,61-TX-79,Nacional,190 cv,40 790 km,SUV / TT,Automática,,Sim
796,2016,Classe 1,Diesel,Usados,8071218240,Audi,,,150 cv,149 000 km,Carrinha,Manual,,
797,2016,Classe 1,Diesel,Usados,8074682501,Ford,,Nacional,120 cv,73 140 km,Carrinha,Manual,,
798,2016,Classe 1,Diesel,Usados,8073287569,Renault,63-SH-81,,95 cv,128 500 km,Carrinha,Manual,,
799,2018,Classe 1,Diesel,Usados,8074376793,Mercedes-Benz,,,110 cv,46 700 km,Utilitário,Manual,Classe A,Sim
800,2014,Classe 1,Diesel,Usados,8059225673,Peugeot,00-UX-21,Importado,150 cv,182 000 km,Utilitário,Automática,,
801,2012,Classe 1,Diesel,Usados,8059892979,Lancia,,Nacional,110 cv,75 662 km,Utilitário,Manual,,
802,2014,Classe 1,Híbrido (Diesel),Usados,8075726335,Volvo,,Importado,290 cv,125 464 km,Carrinha,Automática,,
803,2011,Classe 1,Diesel,Usados,8058409384,Smart,,,54 cv,139 000 km,Pequeno citadino,Automática,,Sim
804,2002,Classe 2,Diesel,Usados,8075735940,Land Rover,,Nacional,122 cv,180 000 km,SUV / TT,Manual,,Sim
805,2013,Classe 1,Eléctrico,Usados,8073202788,Nissan,,,109 cv,75 436 km,Utilitário,Automática,,
806,1994,Classe 2,Diesel,Usados,8073102032,Land Rover,,,120 cv,200 000 km,SUV / TT,Manual,,
807,2014,Classe 1,Diesel,Usados,8074381191,SEAT,,,110 cv,134 000 km,Carrinha,Manual,,Sim
808,2015,Classe 1,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,
809,2010,Classe 1,Diesel,Usados,8073192499,Renault,19-JE-91,Nacional,90 cv,196 000 km,Carrinha,Manual,,Sim
810,2019,Classe 1,Gasolina,Usados,8075596963,Renault,,Nacional,90 cv,17 000 km,SUV / TT,Manual,,
811,2018,Classe 1,Diesel,Usados,8065064183,Opel,61-UF-30,Nacional,110 cv,39 000 km,Carrinha,Manual,,
812,2015,Classe 1,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,
813,2017,Classe 1,Diesel,Usados,8070677772,Peugeot,,Nacional,120 cv,18 160 km,Citadino,Manual,,
814,2008,,Diesel,Usados,8038437501,Opel,,Nacional,90 cv,195 000 km,Carrinha,Manual,,
815,2018,Classe 1,Diesel,Usados,8065064183,Opel,61-UF-30,Nacional,110 cv,39 000 km,Carrinha,Manual,,
816,2016,Classe 1,Diesel,Usados,8059656362,Mercedes-Benz,,Nacional,90 cv,65 915 km,Citadino,Manual,Classe A,
817,2019,Classe 1,Gasolina,Usados,8075596963,Renault,,Nacional,90 cv,17 000 km,SUV / TT,Manual,,
818,2008,,Diesel,Usados,8074378761,Peugeot,,Nacional,136 cv,158 130 km,Monovolume,Manual,,
819,2015,,Diesel,Usados,8075736426,Peugeot,,,120 cv,155 111 km,Utilitário,Manual,,Sim
820,2007,Classe 1,Diesel,Usados,8072366386,BMW,,Importado,177 cv,269 000 km,Carrinha,Manual,Série 3,Sim
821,2015,,Diesel,Usados,8075735641,Mercedes-Benz,,,136 cv,126 260 km,Carrinha,Manual,Classe C,
822,2016,Classe 1,Diesel,Usados,8075616081,VW,,Importado,184 cv,80 000 km,Utilitário,Automática,,
823,2016,Classe 1,Diesel,Usados,8060217631,SEAT,,Nacional,105 cv,20 468 km,Citadino,Manual,,
824,2013,Classe 1,Gasolina,Usados,8075716496,Opel,,Nacional,70 cv,120 000 km,Citadino,Manual,,
825,2018,,Gasolina,Usados,8053874447,Mitsubishi,,Nacional,80 cv,21 581 km,Pequeno citadino,Manual,,
826,2005,Classe 1,Gasolina,Usados,8075736417,VW,,,90 cv,194 km,Citadino,Manual,,
827,2015,Classe 1,Diesel,Usados,8075579901,Mercedes-Benz,,,258 cv,225 000 km,Sedan,Automática,Classe S,
828,2018,Classe 1,Diesel,Usados,8075735954,BMW,,Nacional,231 cv,41 650 km,SUV / TT,Automática,Série X,
829,2012,Classe 1,Diesel,Usados,8073189917,Chevrolet,83-ND-06,Nacional,90 cv,137 900 km,Utilitário,Manual,,
830,2010,Classe 1,Gasolina,Usados,8064755795,Porsche,,Nacional,385 cv,203 000 km,Coupé,Automática,911 (Todos),
831,2015,Classe 1,Diesel,Usados,8075579901,Mercedes-Benz,,,258 cv,225 000 km,Sedan,Automática,Classe S,
832,2017,Classe 1,Diesel,Usados,8062582095,Renault,,,110 cv,69 300 km,Carrinha,Manual,,
833,2014,Classe 1,Gasolina,Usados,8059408693,Nissan,,,600 cv,27 822 km,Coupé,Automática,,
834,2010,Classe 1,Diesel,Usados,8060362155,VW,89-LC-61,Nacional,105 cv,200 000 km,Carrinha,Manual,,Sim
835,2018,Classe 1,Híbrido (Gasolina),Usados,8075736235,Mercedes-Benz,,Importado,295 cv,20 000 km,Carrinha,Automática,,
836,1984,,Gasolina,Usados,8075733914,Alfa Romeo,,,128 cv,94 000 km,Coupé,,,
837,2014,,Híbrido (Diesel),Usados,8074401173,Peugeot,29-TD-10,Importado,163 cv,150 000 km,Carrinha,Automática,,Sim
838,2006,Classe 1,Diesel,Usados,8056397554,BMW,,Nacional,163 cv,355 000 km,Sedan,Manual,Série 3,Sim
839,2019,Classe 1,Diesel,Usados,8075735818,Citroën,84-XC-48,Nacional,100 cv,19 489 km,Utilitário,Manual,,
840,2013,Classe 1,Gasolina,Usados,8075725303,Citroën,,,155 cv,44 274 km,Utilitário,Automática,,
841,2008,Classe 1,Diesel,Usados,8075615783,Fiat,,Nacional,150 cv,250 000 km,Utilitário,Manual,,
842,2010,Classe 1,Diesel,Usados,8070754714,BMW,,Nacional,313 cv,260 000 km,Carrinha,Automática,Série 5,
843,2005,Classe 1,Gasolina,Usados,8075734653,Citroën,,Nacional,60 cv,125 851 km,Citadino,Manual,,
844,2012,Classe 1,Diesel,Usados,8073285820,Fiat,,Nacional,105 cv,53 500 km,Utilitário,Manual,,
845,2003,Classe 1,Diesel,Usados,8073384369,BMW,,,150 cv,299 000 km,Carrinha,Manual,Série 3,
846,2018,Classe 1,Diesel,Usados,8075734675,MINI,,Nacional,116 cv,28 392 km,Carrinha,Automática,,
847,2014,Classe 1,Híbrido (Diesel),Usados,8070250426,Citroën,,,200 cv,177 000 km,Utilitário,Automática,,
848,2015,,Diesel,Usados,8062583514,Citroën,25-VG-43,,115 cv,138 000 km,Utilitário,Manual,,Sim
849,1999,,Diesel,Usados,8075734733,Mercedes-Benz,,,125 cv,336 000 km,Sedan,Manual,Classe E,
850,2015,Classe 1,Diesel,Usados,8074296690,SEAT,66-PZ-37,Nacional,105 cv,36 000 km,Carrinha,Manual,,
851,2010,Classe 1,Diesel,Usados,8064099244,SEAT,,Nacional,140 cv,199 999 km,Monovolume,Automática,,
852,2011,,Diesel,Usados,8075680143,Mercedes-Benz,,,110 cv,181 200 km,Utilitário,,,
853,2016,Classe 1,Diesel,Usados,8073089168,Renault,,,90 cv,99 000 km,Carrinha,Manual,,Sim
854,2012,Classe 1,Diesel,Usados,8073285820,Fiat,,Nacional,105 cv,53 500 km,Utilitário,Manual,,
855,2013,Classe 1,Diesel,Usados,8065790198,VW,,Nacional,140 cv,153 000 km,SUV / TT,Manual,,
856,2017,Classe 1,Diesel,Usados,8073388297,Mercedes-Benz,,Nacional,194 cv,36 000 km,Sedan,,Classe E,Sim
857,2008,,Diesel,Usados,8056862740,Mercedes-Benz,,Nacional,224 cv,197 000 km,Sedan,Automática,Classe CLS,
858,2019,Classe 1,Gasolina,Usados,8075726493,Ford,27-XE-26,Nacional,85 cv,25 060 km,Citadino,Manual,,
859,2013,Classe 1,Diesel,Usados,8067782128,Mercedes-Benz,,,109 cv,60 150 km,Utilitário,Manual,Classe A,
860,2013,Classe 1,Diesel,Usados,8073298978,BMW,,Nacional,116 cv,63 800 km,SUV / TT,Manual,Série X,
