,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1553,2019,,Gasolina,Usados,Opel,83 cv,9 691 km,SUV / TT,,,,,
1554,2017,Classe 1,Diesel,Usados,Mazda,105 cv,40 125 km,SUV / TT,Manual,,,,Nacional
1555,2010,Classe 1,Diesel,Usados,BMW,177 cv,176 306 km,Carrinha,Manual,,,Série 5,Nacional
1556,2016,,Diesel,Usados,BMW,116 cv,78 132 km,Utilitário,Manual,Sim,76SE70,Série 1,
1557,2019,,Eléctrico,Usados,Nissan,150 cv,1 km,Utilitário,Manual,Sim,90-XU-88,,
1558,2016,,Diesel,Usados,Mercedes-Benz,194 cv,117 042 km,Carrinha,Automática,Sim,12SC50,Classe C,
1559,2015,,Diesel,Usados,Ford,120 cv,139 643 km,Utilitário,Manual,Sim,19QO71,,
1560,2008,Classe 1,Diesel,Usados,BMW,177 cv,149 923 km,SUV / TT,Manual,,,Série X,Nacional
1561,2015,,Diesel,Usados,Toyota,144 cv,56 321 km,SUV / TT,Manual,Sim,35-QQ-32,,Nacional
1562,2018,,Gasolina,Usados,Fiat,69 cv,34 000 km,Pequeno citadino,Manual,,,,Nacional
1563,2011,Classe 1,Diesel,Usados,Opel,130 cv,223 971 km,Carrinha,Manual,,,,Nacional
1564,2019,,Gasolina,Usados,Fiat,69 cv,10 000 km,Cabrio,Manual,,,,Nacional
1565,2012,Classe 1,Gasolina,Usados,VW,160 cv,119 171 km,Coupé,Manual,,,,Nacional
1566,2015,,Diesel,Usados,BMW,190 cv,40 783 km,Carrinha,Automática,Sim,16QQ14,Série 5,
1567,2015,,Diesel,Usados,Audi,190 cv,91 202 km,Sedan,Automática,Sim,22QM44,,
1568,2018,,Diesel,Usados,Nissan,110 cv,11 000 km,SUV / TT,Manual,Sim,81-VQ-17,,Nacional
1569,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,20 973 km,Pequeno citadino,Manual,,,,Nacional
1570,2019,,Gasolina,Usados,Opel,83 cv,9 691 km,SUV / TT,,,,,
1571,2014,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
1572,2015,,Diesel,Usados,VW,190 cv,106 197 km,Carrinha,Automática,Sim,98QJ53,,
1573,2015,,Diesel,Usados,Peugeot,75 cv,57 019 km,Citadino,Manual,Sim,12QS89,,
1574,2016,,Diesel,Usados,VW,120 cv,58 878 km,Carrinha,Manual,Sim,89RT39,,
1575,2017,,Diesel,Usados,Fiat,95 cv,59 000 km,Monovolume,Manual,Sim,,,Nacional
1576,2014,,Diesel,Usados,VW,75 cv,89 992 km,Citadino,Manual,Sim,84PC72,,
1577,2015,,Diesel,Usados,VW,150 cv,111 630 km,Carrinha,Manual,Sim,93PO62,,
1578,2015,,Diesel,Usados,Audi,110 cv,69 566 km,Utilitário,Manual,Sim,10QP53,,
1579,2016,,Diesel,Usados,SEAT,90 cv,87 186 km,Utilitário,Manual,Sim,69SB77,,
1580,2016,,Gasolina,Usados,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
1581,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
1582,2016,,Diesel,Usados,VW,110 cv,57 583 km,Carrinha,Manual,Sim,79SH75,,
1583,2017,,Diesel,Usados,Fiat,95 cv,30 000 km,Monovolume,Manual,,,,
1584,2019,,Gasolina,Usados,Renault,90 cv,10 692 km,SUV / TT,Manual,Sim,34-XJ-93,,
1585,2008,Classe 1,Diesel,Usados,Fiat,75 cv,73 000 km,Citadino,Manual,Sim,,,Nacional
1586,2018,,Diesel,Usados,Audi,150 cv,10 996 km,Sedan,Manual,,,,
1587,2019,,Híbrido (Gasolina),Usados,Volvo,392 cv,4 644 km,SUV / TT,Automática,Sim,70ZE95,,
1588,2018,,Diesel,Usados,Volvo,190 cv,109 319 km,Sedan,Automática,Sim,86VA47,,
1589,2018,,Eléctrico,Usados,BMW,170 cv,10 000 km,Utilitário,Automática,Sim,00-00-00,Série i,
1590,2019,,Diesel,Usados,Ford,120 cv,22 833 km,Utilitário,,,,,Nacional
1591,2014,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
1592,2016,,Diesel,Usados,Peugeot,75 cv,34 300 km,SUV / TT,,,,,Nacional
1593,2015,,Diesel,Usados,VW,110 cv,147 387 km,Carrinha,Manual,Sim,12QH52,,
1594,2018,,Eléctrico,Usados,BMW,170 cv,10 000 km,Utilitário,Automática,Sim,00-00-00,Série i,
1595,2017,,Diesel,Usados,Volvo,235 cv,42 432 km,SUV / TT,Automática,Sim,93SZ41,,
1596,2010,Classe 1,Gasolina,Usados,Toyota,51 cv,38 037 km,Citadino,Manual,,82-LA-38,,Nacional
1597,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
1598,2015,,Diesel,Usados,VW,120 cv,89 542 km,Carrinha,Manual,Sim,75QI93,,
1599,2014,,Diesel,Usados,Nissan,130 cv,128 618 km,SUV / TT,Manual,Sim,85PA89,,
1600,2015,,Diesel,Usados,VW,110 cv,145 522 km,Carrinha,Manual,Sim,12QH43,,
1601,2015,,Diesel,Usados,VW,90 cv,107 997 km,Utilitário,Manual,Sim,44QJ91,,
1602,2016,,Diesel,Usados,Volvo,120 cv,43 097 km,Utilitário,Manual,Sim,29SD77,,
1603,2016,,Gasolina,Usados,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
1604,2015,,Diesel,Usados,VW,150 cv,87 943 km,Carrinha,Manual,Sim,40PX39,,
1605,2015,,Diesel,Usados,VW,75 cv,52 635 km,Citadino,Manual,Sim,63QH31,,
1606,2015,,Diesel,Usados,VW,150 cv,132 152 km,Utilitário,Manual,Sim,22QM60,,
1607,2018,,Diesel,Usados,Volvo,190 cv,37 803 km,Carrinha,Automática,Sim,95UX51,,
1608,2018,,Diesel,Usados,Fiat,95 cv,49 000 km,Monovolume,Manual,,,,Nacional
1609,2019,,Diesel,Usados,Renault,115 cv,17 475 km,SUV / TT,Manual,Sim,73-XG-69,,
1610,2018,,Diesel,Usados,Audi,286 cv,16 955 km,Sedan,Automática,,,,
1611,2017,Classe 1,Diesel,Usados,Peugeot,120 cv,156 611 km,Utilitário,Manual,,,,Importado
1612,2018,,Diesel,Usados,Volvo,190 cv,109 319 km,Sedan,Automática,Sim,86VA47,,
1613,2016,,Diesel,Usados,Renault,110 cv,140 000 km,Carrinha,Semi-automática,,,,
1614,2014,,Diesel,Usados,Smart,71 cv,30 000 km,Utilitário,,,,,
1615,2016,,Gasolina,Usados,SEAT,75 cv,17 404 km,Utilitário,Manual,Sim,85SF95,,
1616,2016,,Gasolina,Usados,Porsche,265 cv,69 628 km,Cabrio,Automática,Sim,04QU73,,
1617,2017,Classe 1,Diesel,Usados,Peugeot,120 cv,156 611 km,Utilitário,Manual,,,,Importado
1618,2016,,Diesel,Usados,Renault,75 cv,52 393 km,Citadino,Manual,Sim,13RT46,,
1619,2015,,Diesel,Usados,Renault,90 cv,97 319 km,Citadino,Manual,Sim,05QR08,,
1620,2016,,Gasolina,Usados,SEAT,75 cv,44 830 km,Utilitário,Manual,,16SC26,,
1621,2006,,Gasolina,Usados,Aston Martin,385 cv,41 000 km,Coupé,Manual,Sim,,,
1622,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
1623,2016,,Diesel,Usados,Renault,75 cv,70 917 km,Citadino,Manual,Sim,13RT73,,
1624,2016,,Gasolina,Usados,SEAT,75 cv,21 982 km,Utilitário,Manual,Sim,16SC44,,
1625,2017,,Diesel,Usados,Renault,110 cv,39 359 km,Carrinha,Manual,Sim,54TE39,,
1626,2015,,Diesel,Usados,Renault,110 cv,81 525 km,Carrinha,Manual,Sim,37PO49,,
1627,2016,,Gasolina,Usados,SEAT,75 cv,32 512 km,Utilitário,Manual,Sim,44SC95,,
1628,2016,,Gasolina,Usados,SEAT,75 cv,20 527 km,Utilitário,Manual,Sim,03SD91,,
1629,2016,,Gasolina,Usados,SEAT,75 cv,51 745 km,Utilitário,Manual,Sim,64SC62,,
1630,2015,,Diesel,Usados,SEAT,110 cv,139 392 km,Utilitário,Manual,Sim,76QO02,,
1631,2015,,Diesel,Usados,Renault,90 cv,147 732 km,Citadino,Manual,Sim,05QR02,,
1632,2016,,Gasolina,Usados,SEAT,75 cv,29 990 km,Utilitário,Manual,Sim,16SC36,,
1633,2006,,Gasolina,Usados,Aston Martin,385 cv,41 000 km,Coupé,Manual,Sim,,,
1634,2013,Classe 1,Diesel,Usados,BMW,143 cv,197 885 km,Carrinha,Manual,Sim,44-RL-35,Série 3,
1635,2016,,Gasolina,Usados,SEAT,75 cv,33 707 km,Utilitário,Manual,Sim,85SF86,,
1636,2017,,Gasolina,Usados,SEAT,75 cv,11 647 km,Utilitário,Manual,Sim,00TX70,,
1637,2017,,Diesel,Usados,Renault,90 cv,47 969 km,Citadino,Manual,Sim,13TR70,,
1638,2016,,Diesel,Usados,Renault,90 cv,122 334 km,Citadino,Manual,Sim,88RA38,,
1639,2016,,Gasolina,Usados,SEAT,75 cv,7 497 km,Utilitário,Manual,Sim,84SD97,,
1640,2016,,Gasolina,Usados,SEAT,75 cv,29 770 km,Utilitário,Manual,Sim,72SE77,,
1641,2015,,Diesel,Usados,Renault,90 cv,86 091 km,Citadino,Manual,Sim,79QQ14,,
1642,2016,,Gasolina,Usados,SEAT,75 cv,73 176 km,Utilitário,Manual,Sim,02SG51,,
1643,2014,,Diesel,Usados,Smart,71 cv,30 000 km,Utilitário,,,,,
1644,2016,,Gasolina,Usados,SEAT,75 cv,54 658 km,Utilitário,Manual,Sim,25SC24,,
1645,2017,,Diesel,Usados,Renault,110 cv,48 036 km,Carrinha,Manual,Sim,36TV74,,
1646,2016,,Diesel,Usados,Renault,110 cv,90 806 km,Carrinha,Manual,Sim,19RO61,,
1647,2018,,Gasolina,Usados,Smart,90 cv,19 772 km,Coupé,Manual,Sim,49UT63,,
1648,2018,,Diesel,Usados,Fiat,95 cv,35 000 km,Carrinha,Manual,,,,Nacional
1649,2015,,Diesel,Usados,Renault,90 cv,96 842 km,Citadino,Manual,Sim,08QS89,,
1650,2016,,Gasolina,Usados,SEAT,75 cv,21 742 km,Utilitário,Manual,Sim,04SE83,,
1651,2017,,Diesel,Usados,Opel,95 cv,91 972 km,Citadino,Manual,Sim,27TH98,,
1652,2017,,Diesel,Usados,Opel,95 cv,95 460 km,Citadino,Manual,Sim,42TH11,,
1653,2016,,Diesel,Usados,Mercedes-Benz,150 cv,110 791 km,Sedan,Automática,Sim,99SG56,Classe E,
1654,2017,Classe 1,Diesel,Usados,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
1655,2017,,Diesel,Usados,Peugeot,100 cv,53 789 km,Carrinha,Manual,,94TU85,,
1656,2017,Classe 1,Diesel,Usados,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
1657,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
1658,2017,,Diesel,Usados,Peugeot,100 cv,46 786 km,Carrinha,Manual,Sim,40TZ60,,
1659,2015,,Diesel,Usados,Opel,95 cv,121 628 km,Citadino,Manual,Sim,01QN12,,
1660,2018,,Diesel,Usados,Peugeot,100 cv,106 877 km,Carrinha,Manual,Sim,33UM41,,
1661,2018,,Diesel,Usados,Peugeot,100 cv,111 406 km,Carrinha,Manual,Sim,00UM74,,
1662,2015,,Diesel,Usados,Peugeot,150 cv,146 592 km,Carrinha,Manual,Sim,47PT29,,
1663,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1664,2015,,Diesel,Usados,Opel,136 cv,131 853 km,Monovolume,Manual,Sim,17PU05,,
1665,2018,,Diesel,Usados,Peugeot,100 cv,133 255 km,Carrinha,Manual,Sim,64UM54,,
1666,2017,,Diesel,Usados,Opel,95 cv,122 534 km,Citadino,Manual,Sim,42TH47,,
1667,2015,,Diesel,Usados,Mercedes-Benz,136 cv,95 561 km,Carrinha,Manual,Sim,99QQ72,Classe CLA,
1668,2018,,Diesel,Usados,Peugeot,100 cv,116 283 km,Carrinha,Manual,Sim,63UM78,,
1669,2016,,Gasolina,Usados,Porsche,265 cv,69 628 km,Cabrio,Automática,Sim,04QU73,,
1670,2018,,Diesel,Usados,Peugeot,100 cv,119 614 km,Carrinha,Manual,Sim,65UM46,,
1671,2017,,Diesel,Usados,Peugeot,100 cv,48 577 km,Carrinha,Manual,Sim,35TP75,,
1672,2015,,Diesel,Usados,Peugeot,68 cv,84 926 km,Citadino,Manual,Sim,30QC41,,
1673,2015,,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,82 283 km,Carrinha,Automática,Sim,39PP78,Classe E,
1674,2015,,Diesel,Usados,Peugeot,68 cv,87 129 km,Citadino,Manual,Sim,60PS01,,
1675,2018,,Diesel,Usados,Peugeot,100 cv,85 104 km,Carrinha,Manual,Sim,47UN01,,
1676,2017,,Diesel,Usados,Opel,110 cv,31 763 km,Utilitário,Manual,Sim,80TO57,,
1677,2016,,Diesel,Usados,Opel,110 cv,70 050 km,Utilitário,Manual,Sim,18SA21,,
1678,2018,,Diesel,Usados,Opel,95 cv,51 356 km,Citadino,Manual,Sim,59UJ99,,
1679,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1680,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,Carrinha,Manual,,,,Nacional
1681,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
1682,2017,,Diesel,Usados,Peugeot,100 cv,58 336 km,Carrinha,Manual,Sim,98TR45,,
1683,2018,,Diesel,Usados,Fiat,95 cv,30 000 km,Citadino,Manual,,,,Nacional
1684,2016,,Diesel,Usados,Peugeot,100 cv,85 546 km,SUV / TT,Manual,Sim,28QV15,,
1685,2015,,Diesel,Usados,Peugeot,68 cv,43 828 km,Citadino,Manual,Sim,51QM01,,
1686,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
1687,2017,,Diesel,Usados,Opel,95 cv,99 370 km,Citadino,Manual,Sim,42TH08,,
1688,2016,,Diesel,Usados,Opel,110 cv,50 783 km,Utilitário,Manual,Sim,45SH53,,
1689,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
1690,2016,,Diesel,Usados,Opel,110 cv,59 854 km,Utilitário,Manual,Sim,35SC45,,
1691,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
1692,2015,,Diesel,Usados,Audi,150 cv,84 120 km,Coupé,Manual,Sim,95QL33,,
1693,2015,,Diesel,Usados,Audi,110 cv,10 299 km,Utilitário,Manual,Sim,55QS95,,
1694,2015,,Diesel,Usados,Fiat,95 cv,93 915 km,Monovolume,Manual,Sim,21QS83,,
1695,2015,,Diesel,Usados,BMW,190 cv,64 891 km,Carrinha,Automática,Sim,59QO17,Série 5,
1696,2015,,Diesel,Usados,Mercedes-Benz,170 cv,66 732 km,Carrinha,Manual,Sim,29QR84,Classe C,
1697,2016,,Diesel,Usados,Audi,190 cv,92 117 km,Sedan,Automática,Sim,73RR87,,
1698,2018,,Diesel,Usados,Fiat,120 cv,54 844 km,Carrinha,Manual,Sim,30VA40,,
1699,2015,,Diesel,Usados,Mercedes-Benz,136 cv,138 000 km,Carrinha,Automática,Sim,76-ZP-55,Classe C,
1700,2015,,Diesel,Usados,BMW,190 cv,60 259 km,Carrinha,Automática,Sim,15QQ06,Série 5,
1701,2018,,Diesel,Usados,Fiat,69 cv,55 000 km,Citadino,Manual,,,,Nacional
1702,2018,,Diesel,Usados,Mercedes-Benz,109 cv,41 490 km,Carrinha,Manual,Sim,86UL80,Classe CLA,
1703,2018,,Gasolina,Usados,Fiat,69 cv,37 000 km,Citadino,Manual,,,,Nacional
1704,2009,Classe 1,Diesel,Usados,Audi,170 cv,177 000 km,SUV / TT,Automática,Sim,,,Nacional
1705,2015,,Diesel,Usados,BMW,143 cv,100 544 km,Sedan,Automática,Sim,04PZ20,Série 3,
1706,2017,,Diesel,Usados,Ford,120 cv,24 097 km,Utilitário,Manual,Sim,64TZ67,,
1707,2015,,Diesel,Usados,Land Rover,150 cv,76 579 km,SUV / TT,Automática,Sim,06QM03,,
1708,2017,,Diesel,Usados,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,,Nacional
1709,2015,,Diesel,Usados,BMW,190 cv,98 274 km,Carrinha,Automática,Sim,15QJ59,Série 5,
1710,2015,,Diesel,Usados,BMW,190 cv,118 307 km,Carrinha,Automática,Sim,30QN02,Série 5,
1711,2015,,Diesel,Usados,Mercedes-Benz,136 cv,138 000 km,Carrinha,Automática,Sim,76-ZP-55,Classe C,
1712,2015,,Diesel,Usados,Ford,180 cv,105 481 km,Monovolume,Manual,Sim,75QL52,,
1713,2015,,Diesel,Usados,Mercedes-Benz,109 cv,90 471 km,Utilitário,Manual,Sim,72PP51,Classe A,
1714,2016,,Diesel,Usados,Mercedes-Benz,116 cv,64 253 km,Carrinha,Manual,Sim,10QU72,Classe C,
1715,2017,,Diesel,Usados,BMW,116 cv,61 478 km,Utilitário,Manual,Sim,28TT45,Série 1,
1716,2015,,Diesel,Usados,BMW,150 cv,87 880 km,Carrinha,Automática,Sim,72QF70,Série 5,
1717,2009,Classe 1,Diesel,Usados,Audi,170 cv,177 000 km,SUV / TT,Automática,Sim,,,Nacional
1718,2015,,Diesel,Usados,BMW,150 cv,97 061 km,Carrinha,Manual,Sim,01QP11,Série 3,
1719,2015,,Diesel,Usados,BMW,116 cv,145 139 km,Monovolume,Manual,Sim,07QL85,Série 2,
1720,2015,,Diesel,Usados,Audi,150 cv,28 962 km,Coupé,Manual,Sim,06QQ07,,
1721,2015,,Diesel,Usados,Mercedes-Benz,109 cv,62 670 km,Utilitário,Manual,Sim,17QP99,Classe A,
1722,2016,,Diesel,Usados,Citroën,120 cv,72 000 km,Monovolume,Automática,Sim,,,
1723,2015,,Diesel,Usados,BMW,190 cv,104 649 km,Carrinha,Automática,Sim,73QD62,Série 5,
1724,2015,,Diesel,Usados,Audi,150 cv,52 688 km,Coupé,Manual,Sim,06QQ11,,
1725,2018,,Diesel,Usados,Fiat,120 cv,96 981 km,Carrinha,Manual,Sim,30VA01,,
1726,2015,,Diesel,Usados,BMW,190 cv,112 417 km,Carrinha,Automática,Sim,55QM19,Série 5,
1727,2015,,Diesel,Usados,BMW,150 cv,132 585 km,Sedan,Manual,Sim,81QR44,Série 4,
1728,2016,,Diesel,Usados,BMW,95 cv,96 948 km,Utilitário,Manual,Sim,74SB73,Série 1,
1729,2017,,Diesel,Usados,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,,Nacional
1730,2018,,Diesel,Usados,Mercedes-Benz,109 cv,44 866 km,Carrinha,Manual,Sim,11US64,Classe CLA,
1731,2015,,Diesel,Usados,Renault,110 cv,140 585 km,Monovolume,Manual,Sim,20QN27,,
1732,2015,,Diesel,Usados,Peugeot,68 cv,114 473 km,Citadino,Manual,Sim,60PS17,,
1733,2015,,Diesel,Usados,Audi,110 cv,10 299 km,Utilitário,Manual,Sim,55QS95,,
1734,2017,,Diesel,Usados,Ford,120 cv,27 123 km,Utilitário,Manual,Sim,66TU65,,
1735,2017,,Diesel,Usados,Renault,90 cv,40 432 km,Citadino,Manual,Sim,30TR52,,
1736,2014,,Diesel,Usados,Opel,110 cv,85 153 km,Utilitário,Manual,Sim,57PH98,,
1737,2018,,Gasolina,Usados,Fiat,69 cv,49 000 km,Pequeno citadino,Manual,,,,Nacional
1738,2015,,Diesel,Usados,Renault,110 cv,110 595 km,SUV / TT,Manual,Sim,47QO18,,
1739,2015,,Diesel,Usados,Ford,120 cv,102 700 km,Utilitário,Manual,Sim,42PU32,,
1740,2018,,Gasolina,Usados,Fiat,69 cv,15 223 km,Pequeno citadino,Automática,,87VU83,,
1741,2009,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,285 000 km,Carrinha,Automática,,26-LS-66,Classe C,
1742,2015,,Diesel,Usados,Renault,110 cv,144 012 km,Utilitário,Manual,Sim,88QM55,,
1743,2018,Classe 1,Diesel,Usados,VW,150 cv,23 643 km,Carrinha,Automática,,,,
1744,2015,,Diesel,Usados,VW,75 cv,71 754 km,Citadino,Manual,Sim,94QJ98,,
1745,2014,,Diesel,Usados,Mercedes-Benz,109 cv,77 543 km,Utilitário,Automática,Sim,67PA92,Classe B,
1746,2017,,Diesel,Usados,Fiat,95 cv,61 753 km,Carrinha,Manual,Sim,17UB76,,
1747,2015,,Diesel,Usados,SEAT,75 cv,48 013 km,Utilitário,Manual,Sim,70QH55,,
1748,2017,,Diesel,Usados,Opel,95 cv,18 163 km,Citadino,Manual,Sim,90TU84,,
1749,2015,,Gasolina,Usados,Peugeot,82 cv,49 285 km,Citadino,Manual,Sim,71QJ69,,
1750,2017,,Diesel,Usados,Renault,90 cv,65 404 km,Citadino,Manual,Sim,13TR96,,
1751,2018,,Diesel,Usados,Fiat,120 cv,76 421 km,Carrinha,Manual,Sim,48VE94,,
1752,2017,,Diesel,Usados,Nissan,90 cv,29 791 km,Citadino,Manual,Sim,57TX72,,
1753,2015,,Diesel,Usados,Audi,150 cv,84 120 km,Coupé,Manual,Sim,95QL33,,
1754,2016,,Gasolina,Usados,SEAT,75 cv,22 267 km,Utilitário,Manual,Sim,49SG18,,
1755,2015,,Diesel,Usados,SEAT,110 cv,96 786 km,Utilitário,Manual,Sim,65QN53,,
1756,2018,Classe 1,Diesel,Usados,VW,150 cv,23 643 km,Carrinha,Automática,,,,
1757,2017,,Diesel,Usados,Renault,90 cv,58 916 km,Citadino,Manual,Sim,14TR25,,
1758,2015,,Diesel,Usados,VW,110 cv,113 181 km,Utilitário,Manual,Sim,14QO84,,
1759,2017,,Diesel,Usados,Opel,110 cv,136 072 km,Utilitário,Manual,Sim,28TE18,,
1760,2015,,Diesel,Usados,Nissan,110 cv,89 530 km,SUV / TT,Manual,Sim,54QP12,,
1761,2017,Classe 1,Diesel,Usados,BMW,194 cv,67 300 km,Carrinha,Automática,,,Série 5,Nacional
1762,2015,,Diesel,Usados,Renault,110 cv,98 866 km,Carrinha,Manual,Sim,55QO58,,
1763,2017,Classe 1,Diesel,Usados,BMW,194 cv,67 300 km,Carrinha,Automática,,,Série 5,Nacional
1764,2017,,Diesel,Usados,Ford,120 cv,38 075 km,Utilitário,Manual,Sim,05TV22,,
1765,2017,Classe 1,Diesel,Usados,SEAT,115 cv,20 700 km,Carrinha,Manual,,00-00-00,,Nacional
1766,2016,Classe 1,Diesel,Usados,BMW,163 cv,167 895 km,Carrinha,Automática,Sim,54-XV-51,Série 3,
1767,2018,,Gasolina,Usados,Opel,110 cv,27 162 km,SUV / TT,Manual,Sim,83VE84,,
1768,2016,,Diesel,Usados,Renault,110 cv,100 084 km,Carrinha,Manual,Sim,84RT67,,
1769,2017,Classe 1,Diesel,Usados,SEAT,115 cv,20 700 km,Carrinha,Manual,,00-00-00,,Nacional
1770,2016,Classe 1,Diesel,Usados,BMW,163 cv,167 895 km,Carrinha,Automática,Sim,54-XV-51,Série 3,
1771,2011,Classe 1,Diesel,Usados,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,Sim,,,
1772,2016,Classe 1,Diesel,Usados,BMW,190 cv,39 000 km,Utilitário,Manual,,,Série 1,
1773,2015,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,41 218 km,Utilitário,Manual,Sim,,Classe CLA,
1774,2019,Classe 1,Diesel,Usados,Peugeot,130 cv,207 km,SUV / TT,Automática,Sim,,,
1775,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
1776,2018,,Diesel,Usados,Alfa Romeo,120 cv,30 000 km,Utilitário,Manual,,,,Nacional
1777,2003,Classe 1,Gasolina,Usados,VW,65 cv,150 000 km,Citadino,Manual,,,,Nacional
1778,2011,Classe 1,Diesel,Usados,Opel,95 cv,200 000 km,Monovolume,Manual,,,,Nacional
1779,2011,Classe 1,Diesel,Usados,Opel,95 cv,200 000 km,Monovolume,Manual,,,,Nacional
1780,2015,,Diesel,Usados,Audi,110 cv,91 815 km,Utilitário,Manual,Sim,60QN32,,
1781,2013,Classe 1,Diesel,Usados,Volvo,115 cv,148 000 km,Utilitário,Manual,,,,Importado
1782,2005,Classe 1,Diesel,Usados,BMW,150 cv,185 000 km,Utilitário,Automática,,,Série 1,
1783,2011,Classe 1,Diesel,Usados,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,Sim,,,
1784,2009,Classe 1,Gasolina,Usados,Mercedes-Benz,116 cv,127 128 km,Utilitário,Automática,Sim,,Classe A,Nacional
1785,2018,,Diesel,Usados,Citroën,102 cv,37 050 km,Utilitário,Manual,Sim,98VN51,,
1786,2017,,Diesel,Usados,Hyundai,141 cv,40 000 km,SUV / TT,Automática,,,,Nacional
1787,2009,Classe 1,Híbrido (Gasolina),Usados,Toyota,100 cv,71 500 km,Sedan,Automática,,,,Nacional
1788,2017,Classe 1,Gasolina,Usados,Renault,115 cv,22 000 km,Monovolume,Manual,,,,
1789,2015,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,83 087 km,Utilitário,Manual,Sim,,Classe B,
1790,2018,,Diesel,Usados,Citroën,102 cv,38 561 km,Utilitário,Manual,Sim,38VL61,,
1791,2007,Classe 1,Diesel,Usados,BMW,143 cv,231 000 km,Coupé,Manual,,47-LO-20,Série 1,
1792,2009,,Diesel,Usados,BMW,177 cv,130 000 km,Coupé,,,,Série 3,
1793,2016,,Diesel,Usados,Audi,150 cv,112 338 km,Sedan,Manual,Sim,29RX27,,
1794,1997,Classe 2,Diesel,Usados,Land Rover,113 cv,270 000 km,SUV / TT,Manual,,14-92-HZ,,Nacional
1795,2012,Classe 1,Híbrido (Diesel),Usados,Peugeot,200 cv,285 000 km,Sedan,Automática,Sim,,,Importado
1796,1999,Classe 1,Gasolina,Usados,Honda,90 cv,254 000 km,Carrinha,Manual,,,,Nacional
1797,2018,Classe 1,Gasolina,Usados,DS,180 cv,15 600 km,SUV / TT,Automática,,,,Nacional
1798,2006,Classe 1,Gasolina,Usados,VW,65 cv,91 000 km,Citadino,Manual,,,,
1799,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
1800,2013,Classe 1,Diesel,Usados,VW,105 cv,150 000 km,Carrinha,Manual,,,,
1801,1999,Classe 1,Gasolina,Usados,Honda,90 cv,254 000 km,Carrinha,Manual,,,,Nacional
1802,2010,,Diesel,Usados,BMW,290 cv,120 000 km,SUV / TT,Automática,,,Série X,Nacional
1803,2017,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,68 805 km,Utilitário,Manual,Sim,,Classe A,
1804,2008,,Diesel,Usados,Hyundai,82 cv,206 000 km,Citadino,Manual,,,,
1805,2013,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,Sim,,Classe CLA,
1806,2015,,Diesel,Usados,Renault,90 cv,80 000 km,Carrinha,Manual,Sim,43-UV-90,,Importado
1807,2016,Classe 1,Diesel,Usados,Mercedes-Benz,115 cv,20 858 km,Carrinha,Automática,Sim,,Classe CLA,
