,Ano de Registo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Classe do veículo,Série
2173,2019,Híbrido (Gasolina),Usados,8075483504,MINI,,Nacional,224 cv,4 500 km,Utilitário,Automática,,Classe 1,
2174,2018,Diesel,Usados,8064206676,SEAT,,Nacional,150 cv,35 000 km,Monovolume,Automática,Sim,Classe 1,
2175,2007,Gasolina,Usados,8075482542,VW,XX-GG-XX,Importado,230 cv,113 000 km,Utilitário,Manual,,Classe 1,
2176,2017,Gasolina,Usados,8074376557,Fiat,,Nacional,69 cv,67 000 km,Citadino,,Sim,Classe 1,
2177,2019,Gasolina,Usados,8075599190,Renault,,Nacional,90 cv,19 500 km,Citadino,Manual,,Classe 1,
2178,2014,Diesel,Usados,8072206543,Toyota,,,90 cv,93 197 km,Utilitário,Manual,,,
2179,2013,Diesel,Usados,8066958376,Audi,,Nacional,136 cv,80 554 km,Carrinha,Manual,Sim,Classe 1,
2180,2013,Diesel,Usados,8000578294,Mercedes-Benz,,,170 cv,109 673 km,Coupé,Automática,Sim,Classe 1,Classe CLA
2181,2017,Gasolina,Usados,8074375823,Fiat,,Nacional,69 cv,63 000 km,Citadino,,Sim,Classe 1,
2182,2015,Diesel,Usados,8070500801,Audi,,Nacional,105 cv,77 391 km,Utilitário,Manual,,,
2183,2015,Eléctrico,Usados,8075101620,Tesla,,Nacional,367 cv,120 000 km,Sedan,Automática,,Classe 2,
2184,1999,Diesel,Usados,8066471506,Mercedes-Benz,,Nacional,150 cv,170 000 km,SUV / TT,,Sim,Classe 1,Classe M
2185,2015,Gasolina,Usados,8075481086,Peugeot,,Nacional,65 cv,30 244 km,Utilitário,Manual,Sim,Classe 1,
2186,2015,Diesel,Usados,8069001040,BMW,,,116 cv,80 079 km,Monovolume,Manual,,,Série 2
2187,2016,Diesel,Usados,8073080281,Citroën,,Nacional,120 cv,150 000 km,Monovolume,Automática,Sim,Classe 1,
2188,2019,Diesel,Usados,8069626336,BMW,,Nacional,116 cv,1 000 km,SUV / TT,Automática,Sim,Classe 1,Série X
2189,2011,Gasolina,Usados,8065750322,Fiat,,,85 cv,94 891 km,Cabrio,Manual,,Classe 1,
2190,2015,Diesel,Usados,8075611039,Skoda,,Nacional,90 cv,68 100 km,Carrinha,Manual,Sim,Classe 1,
2191,2018,Diesel,Usados,8075483735,Mercedes-Benz,,Nacional,340 cv,16 500 km,Sedan,Automática,,Classe 1,Classe CLS
2192,2013,Diesel,Usados,8000578294,Mercedes-Benz,,,170 cv,109 673 km,Coupé,Automática,Sim,Classe 1,Classe CLA
2193,2017,Diesel,Usados,8057984887,Peugeot,,Nacional,120 cv,185 000 km,Carrinha,Manual,,Classe 1,
2194,2015,Diesel,Usados,8069759787,Volvo,,Nacional,115 cv,164 000 km,Utilitário,Automática,Sim,Classe 1,
2195,2016,Diesel,Usados,8069336149,BMW,,,117 cv,80 400 km,SUV / TT,,Sim,,Série 2
2196,2000,Diesel,Usados,8074267170,Mercedes-Benz,,Nacional,143 cv,253 000 km,Sedan,,Sim,Classe 1,Classe C
2197,2017,Diesel,Usados,8062058301,Fiat,,Nacional,95 cv,48 000 km,Carrinha,,,Classe 1,
2198,2018,Gasolina,Usados,8070605406,BMW,,Nacional,184 cv,29 420 km,Utilitário,Automática,,Classe 1,Série i
2199,2015,Diesel,Usados,8075611039,Skoda,,Nacional,90 cv,68 100 km,Carrinha,Manual,Sim,Classe 1,
2200,2012,Diesel,Usados,8061244479,BMW,,,180 cv,204 908 km,Carrinha,Manual,Sim,Classe 1,Série 5
2201,2014,Diesel,Usados,8065764604,BMW,,,184 cv,170 000 km,Sedan,Automática,Sim,Classe 1,Série 3
2202,2006,Diesel,Usados,8075484072,Mercedes-Benz,,,224 cv,144 450 km,Sedan,Automática,,Classe 1,Classe CLS
2203,2008,Gasolina,Usados,8056186301,Fiat,,,65 cv,139 852 km,Citadino,Manual,,Classe 1,
2204,2012,Diesel,Usados,8057224182,Nissan,,Nacional,130 cv,103 523 km,SUV / TT,Manual,Sim,Classe 1,
2205,2019,Gasolina,Usados,8074359010,Citroën,26-XL-06,Nacional,82 cv,13 652 km,Sedan,Manual,Sim,,
2206,2011,Gasolina,Usados,8064386649,VW,,,122 cv,79 854 km,Cabrio,Manual,,Classe 1,
2207,2017,Diesel,Usados,8072828922,Renault,,,110 cv,109 195 km,Carrinha,Manual,,Classe 1,
2208,2015,Diesel,Usados,8074497367,Citroën,60-ZP-96,,120 cv,166 976 km,Monovolume,Manual,Sim,,
2209,2012,Diesel,Usados,8075484246,BMW,,,218 cv,220 000 km,Carrinha,Automática,Sim,,Série 5
2210,2017,Diesel,Usados,8073984699,SEAT,,Nacional,110 cv,74 956 km,Carrinha,Manual,Sim,Classe 1,
2211,1998,Diesel,Usados,8068413359,VW,,,110 cv,323 584 km,Citadino,,,,
2212,2019,Gasolina,Usados,8074359010,Citroën,26-XL-06,Nacional,82 cv,13 652 km,Sedan,Manual,Sim,,
2213,2013,Gasolina,Usados,8054236207,BMW,,,156 cv,128 339 km,Cabrio,Manual,,,Série Z
2214,2013,Gasolina,Usados,8075484355,Opel,,Nacional,95 cv,118 052 km,Citadino,Manual,Sim,Classe 1,
2215,2007,Diesel,Usados,8070244145,BMW,,Importado,163 cv,479 000 km,Sedan,Automática,Sim,Classe 1,Série 5
2216,2018,Diesel,Usados,8071209557,Fiat,,Nacional,120 cv,78 000 km,Carrinha,Manual,,Classe 1,
2217,2015,Diesel,Usados,8074497367,Citroën,60-ZP-96,,120 cv,166 976 km,Monovolume,Manual,Sim,,
2218,1999,Diesel,Usados,8056185528,Opel,,Nacional,100 cv,395 247 km,Carrinha,Manual,,Classe 1,
2219,2016,Diesel,Usados,8073983648,VW,,Nacional,110 cv,177 507 km,Carrinha,Manual,Sim,Classe 1,
2220,2015,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,,
2221,2017,Diesel,Usados,8075740967,Peugeot,,Importado,120 cv,156 611 km,Utilitário,Manual,,Classe 1,
2222,2017,Diesel,Usados,8038708545,Volvo,,,120 cv,50 865 km,Utilitário,Manual,,,
2223,2013,Diesel,Usados,8071309737,SEAT,,Nacional,150 cv,179 856 km,Coupé,Manual,,Classe 1,
2224,2013,Diesel,Usados,8075484243,Citroën,,,115 cv,181 000 km,Utilitário,Automática,,Classe 1,
2225,2009,Diesel,Usados,8075484145,VW,,Nacional,140 cv,130 000 km,Sedan,Manual,,Classe 1,
2226,2019,Eléctrico,Usados,8075481310,Tesla,,Nacional,510 cv,2 556 km,Sedan,Automática,,Classe 1,
2227,2008,Diesel,Usados,8070459318,Ford,,Nacional,143 cv,214 223 km,Citadino,Manual,,Classe 1,
2228,2015,Gasolina,Usados,8075484224,Smart,,,90 cv,29 000 km,Pequeno citadino,Manual,Sim,,
2229,2015,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,,
2230,2012,Diesel,Usados,8075483654,Mercedes-Benz,,,88 cv,142 000 km,Sedan,,,,Classe C
2231,2014,Diesel,Usados,8041430405,Peugeot,,,200 cv,157 000 km,SUV / TT,Automática,Sim,Classe 1,
2232,2017,Diesel,Usados,8075740967,Peugeot,,Importado,120 cv,156 611 km,Utilitário,Manual,,Classe 1,
2233,2010,Diesel,Usados,8069247455,VW,,Nacional,110 cv,130 321 km,Carrinha,Manual,,,
2234,2012,Diesel,Usados,8074391336,Mercedes-Benz,,Nacional,204 cv,157 455 km,Carrinha,Automática,,Classe 1,Classe CLS
2235,2018,Gasolina,Usados,8069507753,Renault,,Nacional,120 cv,53 519 km,SUV / TT,Automática,,Classe 1,
2236,2009,Gasolina,Usados,8059944797,Opel,,Nacional,65 cv,124 526 km,Pequeno citadino,Manual,,Classe 1,
2237,2017,Diesel,Usados,8047792733,Renault,,,110 cv,160 000 km,Carrinha,Manual,Sim,Classe 1,
2238,2015,Diesel,Usados,8071908833,BMW,,Nacional,116 cv,101 000 km,Citadino,Manual,,Classe 1,Série 1
2239,2002,Gasolina,Usados,8069324882,Renault,,Nacional,95 cv,222 000 km,Carrinha,Manual,,Classe 1,
2240,2016,Gasolina,Usados,8038508581,VW,,Nacional,60 cv,71 290 km,Pequeno citadino,Manual,Sim,Classe 1,
2241,2018,Diesel,Usados,8070603527,Opel,40-UE-70,Nacional,95 cv,29 100 km,Citadino,Manual,Sim,Classe 1,
2242,2015,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,Classe 1,
2243,1978,Gasolina,Usados,8061856638,Mercedes-Benz,,Importado,175 cv,91 000 km,Coupé,Automática,,Classe 1,
2244,1995,Gasolina,Usados,8041994902,Porsche,,,272 cv,125 000 km,Cabrio,Automática,,Classe 1,911 (Todos)
2245,1993,Gasolina,Usados,8000702966,VW,,Nacional,113 cv,125 000 km,Citadino,Manual,,,
2246,2019,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,,
2247,1954,Gasolina,Usados,8066239613,Citroën,,Importado,56 cv,82 000 km,Sedan,Manual,,Classe 1,
2248,2018,Diesel,Usados,8070603527,Opel,40-UE-70,Nacional,95 cv,29 100 km,Citadino,Manual,Sim,Classe 1,
2249,2008,Gasolina,Usados,8075484466,VW,,,70 cv,97 533 km,Citadino,Manual,,,
2250,2011,Diesel,Usados,8069146318,Nissan,,Nacional,130 cv,123 175 km,SUV / TT,Manual,,,
2251,2014,Diesel,Usados,8056157791,VW,,,110 cv,74 000 km,Cabrio,Manual,,Classe 1,
2252,2001,Gasolina,Usados,8075347540,Audi,00-00-00,Importado,340 cv,143 786 km,Carrinha,Automática,Sim,Classe 1,
2253,1993,Gasolina,Usados,8074265127,Porsche,,Nacional,320 cv,118 000 km,Coupé,Manual,,Classe 1,911 (Todos)
2254,1972,Gasolina,Usados,8047985520,Triumph,,Nacional,150 cv,89 000 km,Cabrio,Manual,,Classe 1,
2255,2014,Diesel,Usados,8069640676,Nissan,,,110 cv,159 000 km,SUV / TT,Manual,,,
2256,2018,Diesel,Usados,8075484386,Ford,,,120 cv,28 784 km,Utilitário,Manual,,Classe 1,
2257,2017,Gasolina,Usados,8069753997,Fiat,,Nacional,69 cv,66 014 km,Pequeno citadino,Automática,,Classe 1,
2258,2019,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,,
2259,1973,Gasolina,Usados,8058719804,Porsche,,,100 cv,74 000 km,Cabrio,Manual,,Classe 1,
2260,2017,Diesel,Usados,8075484591,BMW,,,150 cv,130 000 km,Carrinha,Automática,,Classe 1,Série 3
2261,2005,Diesel,Usados,8067540104,Mercedes-Benz,,,170 cv,293 216 km,Sedan,Automática,,,Classe C
2262,2012,Diesel,Usados,8059470860,Citroën,,Nacional,110 cv,75 321 km,Utilitário,Manual,,,
2263,2010,Gasolina,Usados,8066065455,VW,,,70 cv,142 563 km,Citadino,,,,
2264,2006,Diesel,Usados,8075484419,Peugeot,,,90 cv,280 000 km,Citadino,Manual,Sim,,
2265,2012,Híbrido (Diesel),Usados,8074194289,Peugeot,,,163 cv,135 000 km,SUV / TT,Automática,,,
2266,1996,Gasolina,Usados,8075484394,Toyota,,Nacional,90 cv,339 000 km,Carrinha,Manual,Sim,Classe 1,
2267,2017,Gasolina,Usados,8051742728,Fiat,,Nacional,69 cv,42 556 km,Pequeno citadino,Manual,Sim,Classe 1,
2268,2006,Diesel,Usados,8075484360,Opel,,,150 cv,133 000 km,Pequeno citadino,,,,
2269,1963,Gasolina,Usados,8053599043,Alfa Romeo,,Importado,92 cv,51 000 km,Cabrio,Manual,,Classe 1,
2270,2019,Diesel,Novos,8075484379,Opel,84-ZL-97,Nacional,122 cv,3 500 km,Carrinha,Manual,,Classe 1,
2271,1996,Gasolina,Usados,8000733536,Mercedes-Benz,,Nacional,283 cv,107 000 km,Sedan,Automática,,,Classe C
2272,1970,Gasolina,Usados,8043492001,Mercedes-Benz,,,200 cv,71 000 km,Sedan,Automática,,Classe 1,
2273,1976,Gasolina,Usados,8069742119,MINI,,Nacional,80 cv,94 000 km,Pequeno citadino,Manual,,Classe 1,
2274,2018,Diesel,Usados,8075636315,Dacia,,Nacional,90 cv,1 792 km,Utilitário,Automática,Sim,Classe 1,
2275,1985,Gasolina,Usados,8061713576,Alfa Romeo,,Nacional,128 cv,33 000 km,Coupé,Manual,,Classe 1,
2276,2018,Diesel,Usados,8075636315,Dacia,,Nacional,90 cv,1 792 km,Utilitário,Automática,Sim,Classe 1,
2277,2015,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,Classe 1,
2278,2015,Diesel,Usados,8057339115,Opel,,Nacional,95 cv,86 321 km,Citadino,Manual,,,
2279,1999,Gasolina,Usados,8075484393,Audi,,Nacional,180 cv,213 573 km,Coupé,Manual,,,
2280,2018,Diesel,Usados,8039624562,Mazda,03-UM-91,Nacional,150 cv,20 000 km,SUV / TT,Manual,,Classe 1,
2281,2015,Diesel,Usados,8075484707,Ford,,,120 cv,103 000 km,Carrinha,Manual,Sim,,
2282,2014,Híbrido (Gasolina),Usados,8070069091,Mitsubishi,,,200 cv,148 581 km,SUV / TT,Automática,Sim,Classe 1,
2283,2014,Diesel,Usados,8063243137,Mercedes-Benz,,,110 cv,125 000 km,Utilitário,Manual,,Classe 1,Classe A
2284,2011,Diesel,Usados,8073141618,Alfa Romeo,,,95 cv,116 230 km,Utilitário,Manual,Sim,Classe 1,
2285,2008,Diesel,Usados,8075484903,Alfa Romeo,,,120 cv,240 000 km,Utilitário,Manual,,,
2286,2010,Diesel,Usados,8075484746,Skoda,76-LB-83,Nacional,105 cv,65 522 km,Sedan,Manual,Sim,Classe 1,
2287,2019,Gasolina,Usados,8072857887,Fiat,39682,,120 cv,5 km,SUV / TT,Manual,Sim,,
2288,2019,Gasolina,Usados,8075484759,Renault,,Nacional,70 cv,3 598 km,Pequeno citadino,Manual,,Classe 1,
2289,2019,Diesel,Usados,8060005676,Citroën,28-XX-00,Nacional,130 cv,8 000 km,SUV / TT,Manual,,Classe 1,
2290,2019,Diesel,Usados,8048694072,Citroën,79-VZ-70,Nacional,100 cv,24 442 km,Utilitário,Manual,,Classe 1,
2291,2018,Gasolina,Usados,8059383238,Skoda,55-VC-79,Nacional,95 cv,30 517 km,Carrinha,Manual,,Classe 1,
2292,2012,Gasolina,Usados,8073099662,Toyota,,,68 cv,35 867 km,Pequeno citadino,,Sim,,
2293,2013,Diesel,Usados,8063499963,Volvo,,Nacional,115 cv,150 000 km,Carrinha,Manual,Sim,,
2294,2019,Diesel,Usados,8062576286,Opel,61-XU-37,Nacional,130 cv,6 250 km,SUV / TT,Manual,,Classe 1,
2295,2007,Gasolina,Usados,8075758114,Mazda,,,126 cv,65 031 km,Cabrio,Manual,,Classe 1,
2296,1999,Diesel,Usados,8072930381,Hyundai,,Nacional,100 cv,350 000 km,SUV / TT,Manual,,Classe 1,
2297,2001,Gasolina,Usados,8072910546,Peugeot,,Nacional,110 cv,140 000 km,Cabrio,Manual,Sim,Classe 1,
2298,2017,Diesel,Usados,8044954974,Alfa Romeo,63-SO-40,Nacional,180 cv,35 708 km,Sedan,Automática,,Classe 1,
2299,2004,Diesel,Usados,8075442648,Renault,,,100 cv,277 000 km,Carrinha,,,,
2300,2018,Diesel,Usados,8065853215,Mercedes-Benz,26-VA-79,Nacional,116 cv,13 233 km,Utilitário,Automática,,Classe 1,Classe A
2301,2018,Gasolina,Usados,8060232743,Fiat,10-UQ-44,Nacional,69 cv,33 040 km,Pequeno citadino,Manual,,Classe 1,
2302,2018,Diesel,Usados,8037024300,Opel,29-VI-30,Nacional,170 cv,17 985 km,Carrinha,Manual,,Classe 1,
2303,2007,Gasolina,Usados,8075758114,Mazda,,,126 cv,65 031 km,Cabrio,Manual,,Classe 1,
2304,2017,Diesel,Usados,8040217739,Kia,48-SX-24,Nacional,90 cv,30 000 km,Citadino,Manual,,Classe 1,
2305,2018,Diesel,Usados,8068959608,Hyundai,52-UL-49,Nacional,75 cv,47 286 km,Citadino,Manual,,Classe 1,
2306,2011,Diesel,Usados,8070561783,Peugeot,,,112 cv,139 000 km,SUV / TT,Manual,Sim,,
2307,2019,Diesel,Usados,8047247565,Jeep,62-XD-33,Nacional,120 cv,8 500 km,SUV / TT,Manual,,Classe 1,
2308,2000,Diesel,Usados,8075484730,Audi,,,115 cv,270 000 km,Carrinha,Manual,Sim,,
2309,2014,Eléctrico,Usados,8072810721,Tesla,,Importado,421 cv,131 900 km,Sedan,Automática,,Classe 1,
2310,2012,Gasolina,Usados,8073099662,Toyota,,,68 cv,35 867 km,Pequeno citadino,,Sim,,
2311,2014,Eléctrico,Usados,8072810721,Tesla,,Importado,421 cv,131 900 km,Sedan,Automática,,Classe 1,
2312,2018,Diesel,Usados,8059288689,Mercedes-Benz,43-UQ-50,Nacional,109 cv,79 203 km,Carrinha,Manual,,Classe 1,Classe CLA
2313,2019,Diesel,Usados,8072092664,Alfa Romeo,67-ZN-15,Nacional,180 cv,3 000 km,SUV / TT,Automática,,,
2314,2011,Diesel,Usados,8073141618,Alfa Romeo,,,95 cv,116 230 km,Utilitário,Manual,Sim,Classe 1,
2315,2018,Diesel,Usados,8059199915,MINI,43-UI-86,Nacional,116 cv,12 702 km,Citadino,Manual,,Classe 1,
2316,2017,Diesel,Usados,8041853076,Opel,76-SQ-69,Nacional,136 cv,22 968 km,SUV / TT,Manual,,Classe 1,
2317,2002,Gasolina,Usados,8075428325,Citroën,,,65 cv,262 086 km,Citadino,,,,
2318,2019,Diesel,Usados,8072088129,BMW,08-ZO-99,Nacional,116 cv,2 000 km,SUV / TT,Automática,,,Série X
2319,2016,Diesel,Usados,8064103695,Nissan,,,110 cv,198 000 km,SUV / TT,Manual,,Classe 1,
2320,2018,Diesel,Usados,8052934701,Mercedes-Benz,93-VC-37,Nacional,116 cv,30 908 km,Utilitário,Automática,,Classe 1,Classe A
2321,2019,Gasolina,Usados,8068955629,Nissan,69-ZL-47,Importado,140 cv,9 932 km,SUV / TT,Manual,,Classe 1,
2322,2018,Diesel,Usados,8068131791,Mercedes-Benz,21-UF-59,Nacional,109 cv,21 550 km,Citadino,Manual,,Classe 1,Classe B
2323,2015,Diesel,Usados,8074309965,Peugeot,,,120 cv,150 000 km,Carrinha,,,,
2324,2018,Diesel,Usados,8059199915,MINI,43-UI-86,Nacional,116 cv,12 702 km,Citadino,Manual,,Classe 1,
2325,2018,Gasolina,Usados,8068642161,Fiat,06-UI-20,Nacional,69 cv,9 599 km,Pequeno citadino,Manual,,Classe 1,
2326,2018,Diesel,Usados,8072857724,Audi,41240,,116 cv,39 950 km,Utilitário,Manual,Sim,,
2327,2019,Diesel,Usados,8066256638,Mazda,47-ZI-01,Nacional,115 cv,5 000 km,SUV / TT,Manual,,Classe 1,
2328,2019,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,,
