,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1194,2015,Classe 1,Diesel,Usados,8053011214,Volvo,115 cv,94 338 km,Utilitário,Manual,Sim,,,
1195,2018,Classe 1,Diesel,Usados,8075303908,Ford,120 cv,33 508 km,Utilitário,Manual,,,,Nacional
1196,2018,,Eléctrico,Usados,8072713337,Renault,88 cv,7 378 km,Pequeno citadino,Automática,Sim,,,
1197,2018,,Diesel,Usados,8074228513,Audi,116 cv,42 642 km,Utilitário,Manual,Sim,90-UV-52,,Nacional
1198,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Sim,27-VB-78,Série 3,Nacional
1199,2018,Classe 1,Diesel,Usados,8067788794,Fiat,95 cv,39 983 km,Carrinha,Manual,,,,
1200,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Sim,27-VB-78,Série 3,Nacional
1201,2014,,Eléctrico,Usados,8074628845,Renault,88 cv,28 000 km,Pequeno citadino,Automática,Sim,,,
1202,2016,,Diesel,Usados,8073464356,Volvo,120 cv,105 000 km,Utilitário,Manual,,,,Nacional
1203,2017,,Diesel,Usados,8072008629,Volvo,120 cv,50 369 km,Carrinha,Automática,Sim,,,Nacional
1204,2018,,Diesel,Usados,8074228513,Audi,116 cv,42 642 km,Utilitário,Manual,Sim,90-UV-52,,Nacional
1205,2019,Classe 1,Diesel,Usados,8070647204,Fiat,95 cv,21 305 km,SUV / TT,Manual,,,,Nacional
1206,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1207,2018,Classe 1,Gasolina,Usados,8071008420,Fiat,69 cv,43 970 km,Pequeno citadino,Manual,,84-UX-56,,Nacional
1208,2018,,Eléctrico,Usados,8072713192,Renault,88 cv,5 541 km,Pequeno citadino,Automática,Sim,,,
1209,2018,Classe 1,Gasolina,Usados,8074535317,Fiat,69 cv,37 338 km,Pequeno citadino,Manual,,83-UX-31,,Nacional
1210,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1211,2016,,Diesel,Usados,8074040683,Mercedes-Benz,110 cv,51 102 km,Utilitário,Manual,Sim,,Classe A,
1212,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
1213,2019,,Diesel,Usados,8075174201,Peugeot,100 cv,1 km,SUV / TT,Manual,Sim,,,Nacional
1214,2018,Classe 1,Diesel,Usados,8072264659,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
1215,2018,Classe 1,Gasolina,Usados,8072199643,Citroën,82 cv,16 460 km,Pequeno citadino,Manual,Sim,,,
1216,2018,Classe 1,Diesel,Usados,8070712003,Mercedes-Benz,194 cv,32 448 km,Coupé,Automática,Sim,,Classe E,
1217,2017,Classe 1,Diesel,Usados,8031760905,VW,115 cv,32 670 km,SUV / TT,Manual,,,,Nacional
1218,2005,,Diesel,Usados,8074218976,Opel,100 cv,274 400 km,Monovolume,Manual,,,,Nacional
1219,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
1220,2015,Classe 1,Diesel,Usados,8073807878,Audi,110 cv,83 000 km,Sedan,Manual,,,,Importado
1221,2019,Classe 1,Diesel,Usados,8066472204,Peugeot,130 cv,2 474 km,Carrinha,Manual,Sim,,,
1222,2015,Classe 1,Diesel,Usados,8064436826,Volvo,115 cv,76 857 km,Utilitário,Manual,Sim,,,
1223,2016,,Eléctrico,Usados,8074220922,Renault,92 cv,99 000 km,Pequeno citadino,Automática,Sim,,,
1224,2017,Classe 1,Gasolina,Usados,8073457790,Citroën,82 cv,50 259 km,Utilitário,Manual,,,,Nacional
1225,2017,,Eléctrico,Usados,8074053787,Renault,92 cv,23 000 km,Pequeno citadino,Automática,Sim,,,
1226,2018,,Eléctrico,Usados,8072713192,Renault,88 cv,5 541 km,Pequeno citadino,Automática,Sim,,,
1227,2013,,Eléctrico,Usados,8072191129,Renault,88 cv,37 800 km,Pequeno citadino,Automática,Sim,,,
1228,2005,,Diesel,Usados,8074218976,Opel,100 cv,274 400 km,Monovolume,Manual,,,,Nacional
1229,2018,Classe 1,Gasolina,Usados,8074871953,VW,75 cv,31 950 km,Citadino,Manual,,,,Nacional
1230,2015,,Eléctrico,Usados,8074052036,Renault,88 cv,88 000 km,Pequeno citadino,Automática,Sim,,,
1231,2008,,Diesel,Usados,8059559695,Peugeot,80 cv,249 300 km,Carrinha,Manual,,,,
1232,2015,,Eléctrico,Usados,8051548533,Renault,88 cv,55 000 km,Pequeno citadino,Automática,Sim,,,
1233,2019,Classe 1,Gasolina,Usados,8070242869,Fiat,69 cv,18 031 km,Cabrio,Automática,,89-XF-08,,Nacional
1234,2015,Classe 1,Gasolina,Usados,8072205226,Opel,90 cv,65 957 km,Pequeno citadino,Manual,Sim,,,
1235,2015,,Diesel,Usados,8073819934,Porsche,258 cv,159 500 km,SUV / TT,,,,,
1236,2016,Classe 1,Gasolina,Usados,8063243232,MINI,102 cv,43 461 km,Citadino,Manual,Sim,,,
1237,2015,Classe 1,Diesel,Usados,8034533117,Citroën,115 cv,125 322 km,Citadino,Manual,,,,
1238,2013,,Eléctrico,Usados,8074052670,Renault,88 cv,64 000 km,Pequeno citadino,Automática,Sim,,,
1239,2017,Classe 2,Híbrido (Gasolina),Usados,8071802186,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
1240,2016,,Diesel,Usados,8073991361,Mercedes-Benz,109 cv,175 000 km,Utilitário,,,,Classe A,
1241,2017,Classe 2,Híbrido (Gasolina),Usados,8071802186,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
1242,2017,,Diesel,Usados,8057484678,Jaguar,180 cv,27 000 km,SUV / TT,,,,,
1243,2018,Classe 1,Diesel,Usados,8072264659,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
1244,2018,,Eléctrico,Usados,8071004715,Renault,88 cv,6 100 km,Pequeno citadino,Automática,Sim,,,
1245,2018,Classe 1,Gasolina,Usados,8069225782,VW,60 cv,34 492 km,Pequeno citadino,Manual,,,,Nacional
1246,2015,,Diesel,Usados,6009034867,BMW,190 cv,50 445 km,Carrinha,Automática,,,Série 5,Nacional
1247,2016,Classe 1,Gasolina,Usados,8072202315,Opel,105 cv,30 317 km,Carrinha,Manual,Sim,,,
1248,2018,Classe 1,Gasolina,Usados,8075286230,VW,75 cv,32 120 km,Citadino,Manual,,,,Nacional
1249,2014,Classe 1,Eléctrico,Usados,8064122072,Renault,88 cv,62 000 km,Pequeno citadino,Automática,Sim,,,
1250,2017,Classe 1,Diesel,Usados,8065719907,BMW,116 cv,30 069 km,Utilitário,Manual,,,Série 1,Nacional
1251,2017,Classe 1,Gasolina,Usados,8051519503,Toyota,70 cv,37 572 km,Pequeno citadino,Manual,,,,Nacional
1252,2017,Classe 1,Diesel,Usados,8073462042,Citroën,100 cv,36 000 km,Utilitário,Automática,,,,Nacional
1253,2017,,Diesel,Usados,8072816039,Renault,90 cv,81 342 km,SUV / TT,Manual,Sim,,,Nacional
1254,2018,,Diesel,Usados,8073617329,Fiat,95 cv,18 765 km,Carrinha,Manual,,88-VU-01,,Nacional
1255,2018,Classe 1,Gasolina,Usados,8074943291,Renault,90 cv,27 965 km,Citadino,Manual,,,,Nacional
1256,2012,Classe 1,Gasolina,Usados,8067404653,Honda,90 cv,59 720 km,Citadino,Manual,Sim,,,
1257,2018,Classe 1,Gasolina,Usados,8066328542,Peugeot,130 cv,40 425 km,Utilitário,Manual,Sim,,,
1258,2015,Classe 1,Eléctrico,Usados,8034945426,VW,116 cv,23 653 km,Utilitário,Automática,Sim,,,
1259,2015,Classe 1,Diesel,Usados,8075296641,Renault,110 cv,132 353 km,Carrinha,Manual,,,,Nacional
1260,2017,Classe 1,Diesel,Usados,8068035433,BMW,258 cv,47 000 km,Sedan,Automática,Sim,,Série 4,Nacional
1261,2011,,Diesel,Usados,8075680143,Mercedes-Benz,110 cv,181 200 km,Utilitário,,,,,
1262,2018,Classe 1,Gasolina,Usados,8070594097,SEAT,75 cv,62 809 km,Citadino,Manual,,,,Nacional
1263,2009,Classe 1,Diesel,Usados,8074546531,Audi,240 cv,120 000 km,Sedan,Automática,,,,Nacional
1264,2018,,Diesel,Usados,8073888281,Nissan,108 cv,46 174 km,SUV / TT,Manual,Sim,,,Nacional
1265,2011,,Diesel,Usados,8075680143,Mercedes-Benz,110 cv,181 200 km,Utilitário,,,,,
1266,2019,Classe 1,Gasolina,Usados,8070143890,SEAT,80 cv,9 369 km,Citadino,Manual,,,,Nacional
1267,2003,,Diesel,Usados,8074786066,Rover,96 cv,268 000 km,Sedan,Manual,,46-73-VV,,Nacional
1268,2017,Classe 1,Diesel,Usados,8068035433,BMW,258 cv,47 000 km,Sedan,Automática,Sim,,Série 4,Nacional
1269,2016,Classe 1,Híbrido (Gasolina),Usados,8047357498,Toyota,136 cv,125 655 km,Utilitário,Automática,,,,
1270,2019,Classe 1,Gasolina,Usados,8068424263,SEAT,115 cv,17 251 km,SUV / TT,Automática,,,,Nacional
1271,2008,Classe 2,Diesel,Usados,8075738102,BMW,286 cv,206 350 km,SUV / TT,Automática,Sim,,Série X,
1272,2008,,Diesel,Usados,8073974491,Renault,65 cv,196 000 km,Pequeno citadino,Manual,,,,Nacional
1273,2013,Classe 1,Diesel,Usados,8075164960,Mercedes-Benz,136 cv,225 000 km,Utilitário,Automática,,,Classe A,Nacional
1274,2018,Classe 1,Gasolina,Usados,8071316357,Renault,90 cv,22 030 km,Citadino,Manual,,,,Nacional
1275,2015,Classe 1,Diesel,Usados,8074064292,Citroën,115 cv,109 000 km,Monovolume,Manual,,30-ZS-40,,
1276,2017,Classe 1,Gasolina,Usados,8072199709,Fiat,80 cv,42 083 km,Pequeno citadino,Manual,Sim,,,
1277,2013,Classe 1,Diesel,Usados,8067208073,Opel,130 cv,180 000 km,Utilitário,Manual,Sim,63-RB-10,,Importado
1278,2015,Classe 1,Gasolina,Usados,8059261979,BMW,600 cv,42 000 km,Sedan,Automática,Sim,,Série 6,Nacional
1279,2014,Classe 1,Diesel,Usados,8065723311,Volvo,114 cv,195 199 km,Carrinha,Manual,,,,
1280,2008,Classe 2,Diesel,Usados,8075738102,BMW,286 cv,206 350 km,SUV / TT,Automática,Sim,,Série X,
1281,2015,Classe 1,Gasolina,Usados,8059261979,BMW,600 cv,42 000 km,Sedan,Automática,Sim,,Série 6,Nacional
1282,2018,Classe 1,Gasolina,Usados,8074946839,Renault,90 cv,24 495 km,Citadino,Manual,,,,Nacional
1283,2016,Classe 1,Diesel,Usados,8073117412,Peugeot,120 cv,68 149 km,Carrinha,Manual,Sim,,,
1284,2018,Classe 1,Gasolina,Usados,8074535338,Fiat,69 cv,44 086 km,Pequeno citadino,Manual,,65-US-92,,Nacional
1285,2017,Classe 1,Diesel,Usados,8055929883,Opel,120 cv,18 370 km,SUV / TT,Automática,Sim,,,
1286,2018,Classe 1,Gasolina,Usados,8069237901,Skoda,115 cv,12 637 km,SUV / TT,Manual,Sim,,,
1287,2018,Classe 1,Diesel,Usados,8070712003,Mercedes-Benz,194 cv,32 448 km,Coupé,Automática,Sim,,Classe E,
1288,2019,Classe 1,Gasolina,Usados,8070142015,SEAT,80 cv,11 934 km,Citadino,Manual,,,,Nacional
1289,2019,Classe 1,Gasolina,Usados,8070143083,SEAT,80 cv,5 793 km,Citadino,Manual,,,,Nacional
1290,2016,Classe 1,Diesel,Usados,8060690409,Mercedes-Benz,110 cv,42 580 km,Utilitário,Manual,Sim,,Classe A,
1291,2016,Classe 1,Diesel,Usados,8069237287,BMW,116 cv,84 350 km,Monovolume,Automática,Sim,,Série 2,
1292,2014,Classe 1,Diesel,Usados,8070489312,Renault,75 cv,82 629 km,Carrinha,Manual,Sim,,,
1293,2015,Classe 1,Diesel,Usados,8074056145,Opel,140 cv,86 954 km,Carrinha,Manual,,,,Nacional
1294,2014,,Diesel,Usados,8070473465,Audi,90 cv,54 942 km,Citadino,Manual,Sim,,,Nacional
1295,2017,Classe 1,Gasolina,Usados,8037851249,Renault,90 cv,45 953 km,SUV / TT,Manual,,,,Nacional
1296,2018,Classe 1,Gasolina,Usados,8068408930,Peugeot,82 cv,47 839 km,Citadino,Manual,,,,Nacional
1297,2019,Classe 1,Gasolina,Usados,8072459960,Peugeot,82 cv,25 423 km,SUV / TT,Manual,,,,Nacional
1298,2017,Classe 1,Diesel,Usados,8047352367,Renault,110 cv,88 787 km,Monovolume,Manual,Sim,,,
1299,2019,Classe 1,Gasolina,Usados,8072484823,Peugeot,82 cv,22 093 km,Citadino,Manual,,,,Nacional
1300,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,Manual,Sim,,,
1301,2014,Classe 1,Diesel,Usados,8060468745,Volvo,115 cv,90 816 km,Utilitário,Manual,Sim,,,
1302,2017,Classe 1,Diesel,Usados,8067432627,Volvo,120 cv,50 369 km,Utilitário,Automática,Sim,,,Nacional
1303,2019,Classe 1,Gasolina,Usados,8073271635,Opel,105 cv,17 137 km,Carrinha,Manual,,,,Nacional
1304,2015,Classe 1,Diesel,Usados,8074296690,SEAT,105 cv,36 000 km,Carrinha,Manual,,66-PZ-37,,Nacional
1305,2015,Classe 1,Gasolina,Usados,8065856654,Peugeot,69 cv,61 352 km,Pequeno citadino,Manual,,,,
1306,2016,Classe 1,Gasolina,Usados,8072182641,Opel,70 cv,83 204 km,Citadino,Manual,,,,Nacional
1307,2018,Classe 1,Gasolina,Usados,8066328542,Peugeot,130 cv,40 425 km,Utilitário,Manual,Sim,,,
1308,2010,Classe 1,Diesel,Usados,8070346311,BMW,116 cv,149 869 km,Carrinha,Manual,,,Série 3,
1309,2018,Classe 1,Gasolina,Usados,8074943291,Renault,90 cv,27 965 km,Citadino,Manual,,,,Nacional
1310,2008,,Diesel,Usados,8071834140,SEAT,75 cv,209 000 km,Citadino,,Sim,,,
1311,2018,Classe 1,Gasolina,Usados,8071829564,Peugeot,82 cv,40 318 km,Citadino,Manual,,,,Nacional
1312,2017,Classe 1,Diesel,Usados,8060436372,Renault,110 cv,89 000 km,Carrinha,Manual,Sim,,,Nacional
1313,2017,Classe 1,Diesel,Usados,8065944078,Fiat,95 cv,16 547 km,Pequeno citadino,Manual,,,,Nacional
1314,2010,Classe 1,Diesel,Usados,8070564503,Mercedes-Benz,204 cv,299 879 km,Carrinha,Manual,,,Classe C,
1315,2018,Classe 1,Diesel,Usados,8072264659,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
1316,2015,Classe 1,Diesel,Usados,8074296690,SEAT,105 cv,36 000 km,Carrinha,Manual,,66-PZ-37,,Nacional
1317,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,Sim,,,
1318,2013,Classe 1,Diesel,Usados,8074038642,MINI,112 cv,81 261 km,Citadino,Manual,Sim,,,
1319,2016,Classe 1,Gasolina,Usados,8072799912,Opel,70 cv,89 119 km,Citadino,Manual,,,,Nacional
1320,2016,Classe 1,Diesel,Usados,8060690409,Mercedes-Benz,110 cv,42 580 km,Utilitário,Manual,Sim,,Classe A,
1321,2019,Classe 1,Gasolina,Usados,8073609928,Peugeot,82 cv,21 310 km,Citadino,Manual,,,,Nacional
1322,2015,Classe 1,Diesel,Usados,8064435469,Skoda,110 cv,80 225 km,Carrinha,Manual,Sim,,,Nacional
1323,2016,Classe 1,Diesel,Usados,8057473616,Peugeot,120 cv,61 019 km,Carrinha,Manual,Sim,,,
1324,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,Sim,,,
1325,2018,Classe 1,Diesel,Usados,8072264659,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
1326,2014,Classe 1,Híbrido (Diesel),Usados,8034747015,Peugeot,200 cv,66 337 km,Carrinha,Automática,,,,
1327,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,Manual,Sim,,,
1328,2018,Classe 1,Gasolina,Usados,8068411776,Peugeot,82 cv,46 612 km,SUV / TT,Manual,,,,Nacional
1329,2019,Classe 1,Gasolina,Usados,8073603165,Opel,105 cv,17 192 km,Carrinha,Manual,,,,Nacional
1330,2019,Classe 1,Gasolina,Usados,8072876352,Peugeot,82 cv,24 349 km,SUV / TT,Manual,,,,Nacional
1331,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,Sim,77-XS-69,,
1332,2018,Classe 1,Diesel,Usados,8065858214,Jeep,120 cv,37 954 km,SUV / TT,Manual,,,,Nacional
1333,2016,Classe 1,Diesel,Usados,8050387154,Mercedes-Benz,136 cv,36 140 km,Carrinha,Manual,,,,Nacional
1334,2017,Classe 1,Gasolina,Usados,8073989126,VW,75 cv,46 850 km,Utilitário,Manual,,,,
1335,1983,Classe 1,Gasolina,Usados,8026382154,Renault,110 cv,90 000 km,Utilitário,Manual,,,,
1336,2006,Classe 1,Diesel,Usados,8064522191,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
1337,2015,Classe 1,Diesel,Usados,8068695338,BMW,116 cv,57 263 km,Utilitário,Manual,Sim,,Série 1,
1338,2017,,Gasolina,Usados,8074750863,Citroën,82 cv,46 000 km,Utilitário,Manual,Sim,,,
1339,2015,Classe 1,Diesel,Usados,8057978131,Mercedes-Benz,136 cv,65 041 km,Sedan,Automática,,,Classe C,Nacional
1340,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,Sim,,,
1341,2010,Classe 1,Diesel,Usados,8074046712,SEAT,105 cv,195 250 km,Citadino,Manual,,10-OA-48,,
1342,2017,,Gasolina,Usados,8070232366,Hyundai,120 cv,51 258 km,Utilitário,Manual,Sim,,,
1343,2018,Classe 1,Diesel,Usados,8045948061,Mercedes-Benz,116 cv,80 km,Utilitário,Automática,Sim,,Classe A,Nacional
1344,2018,Classe 1,Diesel,Usados,8054394061,Peugeot,100 cv,19 976 km,Citadino,Manual,Sim,,,
1345,2018,Classe 1,Diesel,Usados,8051267795,Nissan,110 cv,35 km,SUV / TT,Manual,,,,Nacional
1346,2018,Classe 1,Diesel,Usados,8057893691,Mercedes-Benz,109 cv,13 482 km,Utilitário,Manual,Sim,,Classe A,Nacional
1347,2015,Classe 1,Diesel,Usados,8037721697,MINI,116 cv,57 290 km,Citadino,Manual,,,,Nacional
1348,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,Sim,77-XS-69,,
1349,2017,Classe 1,Diesel,Usados,8065944078,Fiat,95 cv,16 547 km,Pequeno citadino,Manual,,,,Nacional
1350,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1351,2008,,Diesel,Usados,8071834140,SEAT,75 cv,209 000 km,Citadino,,Sim,,,
1352,2018,Classe 1,Diesel,Usados,8057890338,Mercedes-Benz,109 cv,20 035 km,Utilitário,Manual,Sim,,Classe A,Nacional
1353,2000,Classe 1,Diesel,Usados,8074212214,Mercedes-Benz,197 cv,276 000 km,Sedan,Automática,,,Classe S,Nacional
1354,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,Sim,,,
1355,2000,Classe 1,Diesel,Usados,8074212214,Mercedes-Benz,197 cv,276 000 km,Sedan,Automática,,,Classe S,Nacional
1356,2016,Classe 1,Diesel,Usados,8043298593,Mercedes-Benz,110 cv,42 296 km,SUV / TT,Automática,,,Classe B,Nacional
1357,2015,Classe 1,Híbrido (Gasolina),Usados,8045850809,Lexus,197 cv,82 967 km,SUV / TT,Manual,,,NX,
1358,2015,Classe 1,Diesel,Usados,8072929278,SEAT,105 cv,129 553 km,Utilitário,Manual,Sim,,,
1359,2019,Classe 1,Gasolina,Usados,8072567914,Opel,70 cv,16 171 km,Pequeno citadino,Manual,,,,Nacional
1360,2019,Classe 1,Gasolina,Usados,8074948859,Opel,105 cv,18 611 km,Utilitário,Manual,,,,Nacional
1361,2014,Classe 1,Diesel,Usados,8061262858,Volvo,115 cv,80 464 km,Utilitário,Manual,Sim,,,
1362,2014,Classe 1,Diesel,Usados,8064337044,Audi,110 cv,126 805 km,Utilitário,Manual,Sim,45-UB-88,,
1363,2019,Classe 1,Gasolina,Usados,8073603165,Opel,105 cv,17 192 km,Carrinha,Manual,,,,Nacional
1364,2019,Classe 1,Gasolina,Usados,8073587635,Opel,70 cv,14 226 km,Pequeno citadino,Manual,,,,Nacional
1365,2018,Classe 1,Diesel,Usados,8045947552,Mercedes-Benz,116 cv,40 km,Utilitário,Automática,Sim,,Classe A,Nacional
1366,2017,Classe 1,Gasolina,Usados,8055842878,SEAT,115 cv,60 357 km,SUV / TT,Manual,Sim,,,
1367,2019,Classe 1,Gasolina,Usados,8074530715,Opel,70 cv,16 196 km,Pequeno citadino,Manual,,,,Nacional
1368,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1369,2019,Classe 1,Gasolina,Usados,8073271635,Opel,105 cv,17 137 km,Carrinha,Manual,,,,Nacional
1370,2017,Classe 1,Diesel,Usados,8067198671,Nissan,110 cv,62 521 km,SUV / TT,Manual,Sim,,,
1371,2014,Classe 1,Diesel,Usados,8063706430,SEAT,110 cv,145 000 km,Carrinha,Manual,Sim,,,
1372,2018,Classe 1,Diesel,Usados,8075581441,Mercedes-Benz,109 cv,38 604 km,Utilitário,Manual,,,Classe A,Nacional
1373,2017,Classe 1,Diesel,Usados,8051245916,Fiat,120 cv,39 755 km,Utilitário,Automática,Sim,,,
1374,2018,,Diesel,Usados,8072525066,Ford,150 cv,7 996 km,SUV / TT,Manual,,,,Nacional
1375,2019,Classe 1,Diesel,Usados,8064851161,Fiat,95 cv,24 922 km,SUV / TT,Manual,,,,Nacional
1376,2018,Classe 1,Gasolina,Usados,8072262078,Fiat,69 cv,29 557 km,Citadino,Manual,,,,Nacional
1377,2018,Classe 1,Diesel,Usados,8065858214,Jeep,120 cv,37 954 km,SUV / TT,Manual,,,,Nacional
1378,2015,Classe 1,Diesel,Usados,8074962088,Ford,120 cv,129 557 km,Carrinha,Manual,,,,Nacional
1379,2019,Classe 1,Gasolina,Usados,8070144301,Fiat,69 cv,15 734 km,Pequeno citadino,Automática,,74-XB-11,,Nacional
1380,2017,,Diesel,Usados,8066263507,SEAT,115 cv,69 000 km,Citadino,Manual,,09-ZJ-69,,Importado
1381,2017,Classe 1,Gasolina,Usados,8070971287,Fiat,69 cv,54 245 km,Pequeno citadino,Manual,,,,Nacional
1382,2018,Classe 1,Gasolina,Usados,8069107196,VW,75 cv,35 123 km,Citadino,Manual,,,,Nacional
1383,2013,Classe 1,Diesel,Usados,8071219707,BMW,184 cv,84 000 km,Sedan,Automática,,,Série 5,
1384,2019,Classe 1,Diesel,Usados,8071493655,Ford,120 cv,16 484 km,Carrinha,Manual,,,,Nacional
1385,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,Sim,77-XS-69,,
1386,2015,Classe 1,Diesel,Usados,8074694466,BMW,116 cv,39 865 km,SUV / TT,Manual,,55-QM-86,Série 2,Nacional
1387,2001,Classe 1,Diesel,Usados,8074784226,Audi,130 cv,230 000 km,Sedan,Manual,,,,Nacional
1388,2016,Classe 1,Gasolina,Usados,8071937414,Fiat,105 cv,50 979 km,Pequeno citadino,Manual,,,,Nacional
1389,2017,Classe 1,Diesel,Usados,8074132411,VW,75 cv,52 000 km,Citadino,Manual,,,,Nacional
1390,2017,Classe 1,Diesel,Usados,8066942833,Fiat,95 cv,58 074 km,Utilitário,Manual,,,,Nacional
1391,2019,Classe 1,Gasolina,Usados,8068857732,Fiat,69 cv,14 445 km,Pequeno citadino,Manual,,,,
1392,2018,Classe 1,Gasolina,Usados,8072484295,Opel,105 cv,17 088 km,Utilitário,Manual,,,,Nacional
1393,2019,Classe 1,Gasolina,Usados,8065870416,Fiat,69 cv,18 531 km,Cabrio,Manual,,86-XB-81,,Nacional
1394,2017,Classe 1,Diesel,Usados,8074784663,Audi,150 cv,54 000 km,Carrinha,Automática,,,,
1395,2018,,Gasolina,Usados,8072167357,Fiat,69 cv,40 590 km,Pequeno citadino,Manual,Sim,,,Nacional
1396,2018,Classe 1,Gasolina,Usados,8026103616,Fiat,69 cv,40 km,Pequeno citadino,Manual,,47-UQ-69,,Nacional
1397,2007,Classe 1,Gasolina,Usados,8054940470,BMW,507 cv,133 700 km,Sedan,Automática,,,Série 5,Nacional
1398,2014,Classe 1,Híbrido (Diesel),Usados,8058786234,Volvo,285 cv,227 000 km,Carrinha,Automática,,87-ZF-32,,Importado
1399,2019,Classe 1,Gasolina,Usados,8072192676,Ford,85 cv,24 445 km,Citadino,Manual,,,,Nacional
1400,2018,Classe 1,Diesel,Usados,8072465962,Ford,150 cv,15 620 km,Monovolume,Automática,,,,Nacional
1401,2014,Classe 1,Diesel,Usados,8069521307,Opel,95 cv,67 000 km,Carrinha,Manual,Sim,,,Nacional
1402,2018,Classe 1,Diesel,Usados,8070965820,VW,120 cv,32 579 km,Carrinha,Automática,,,,Nacional
1403,2019,Classe 1,Diesel,Usados,8073700082,Ford,120 cv,27 246 km,Utilitário,Manual,,,,Nacional
1404,2017,,Diesel,Usados,8066263507,SEAT,115 cv,69 000 km,Citadino,Manual,,09-ZJ-69,,Importado
1405,2015,Classe 1,Diesel,Usados,8070344934,Peugeot,120 cv,186 000 km,Carrinha,Manual,Sim,,,
1406,2018,Classe 1,Gasolina,Usados,8070128125,Fiat,70 cv,43 263 km,Pequeno citadino,Manual,,,,Nacional
1407,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,Sim,77-XS-69,,
1408,2018,Classe 1,Diesel,Usados,8075581441,Mercedes-Benz,109 cv,38 604 km,Utilitário,Manual,,,Classe A,Nacional
1409,2017,Classe 1,Diesel,Usados,8068436015,Fiat,95 cv,65 108 km,Utilitário,Manual,,,,Nacional
1410,2015,Classe 1,Diesel,Usados,8074694466,BMW,116 cv,39 865 km,SUV / TT,Manual,,55-QM-86,Série 2,Nacional
1411,2014,Classe 1,Diesel,Usados,8073876209,BMW,143 cv,142 240 km,Carrinha,Manual,,92-ZH-24,Série 3,Importado
1412,2013,Classe 1,Diesel,Usados,8065722025,Lancia,240 cv,62 000 km,Carrinha,Automática,Sim,,,Nacional
1413,2012,Classe 1,Diesel,Usados,8036870696,Skoda,105 cv,104 000 km,Carrinha,Manual,,,,Nacional
1414,2006,Classe 1,Diesel,Usados,8040718605,MINI,90 cv,180 000 km,Citadino,Manual,,39-CL-83,,
1415,2016,Classe 1,Diesel,Usados,8073884570,Citroën,120 cv,141 680 km,Utilitário,Manual,,,,Importado
1416,2012,Classe 1,Diesel,Usados,8067082222,VW,105 cv,158 703 km,Carrinha,Manual,,00-00-00,,Nacional
1417,2019,Classe 1,Gasolina,Usados,8073257416,Opel,70 cv,14 479 km,Pequeno citadino,Manual,,,,Nacional
1418,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1419,2018,,Diesel,Usados,8042545111,Jeep,120 cv,20 000 km,SUV / TT,Manual,,,,Nacional
1420,2009,Classe 1,Diesel,Usados,8068314049,Alfa Romeo,120 cv,154 582 km,Utilitário,Manual,,00-00-00,,Nacional
1421,2019,,Diesel,Usados,8069154503,Fiat,95 cv,19 000 km,SUV / TT,Manual,,,,Nacional
